name,position,team,xP,minutes,starts,total_points,value,gw
Samuel Amissah,DEF,Fulham,0.0,0,0,0,40,36
Samuel Amo-Ameyaw,MID,Southampton,0.0,0,0,0,44,36
Samuel Edozie,MID,Southampton,0.0,0,0,0,49,36
Samuel Iling-Junior,MID,Aston Villa,0.0,0,0,0,54,36
Samuel Rak-Sakyi,MID,Chelsea,-0.5,0,0,0,45,36
Sander Berge,MID,Fulham,1.2,82,1,1,50,36
Sandro Tonali,MID,Newcastle,5.3,90,1,11,55,36
Santiago Bueno,DEF,Wolves,2.0,0,0,0,43,36
Saša Kalajdžić,FWD,Wolves,0.0,0,0,0,48,36
Saša Lukić,MID,Fulham,0.0,0,0,0,48,36
Scott Carson,GK,Man City,1.0,0,0,0,39,36
Scott McTominay,MID,Man Utd,0.0,0,0,0,49,36
Sean Longstaff,MID,Newcastle,0.9,1,0,1,44,36
Sean Neave,FWD,Newcastle,0.5,0,0,0,45,36
Sepp van den Berg,DEF,Brentford,4.0,90,1,6,41,36
Sergio Reguilón,DEF,Spurs,0.0,0,0,0,41,36
Shea Charles,MID,Southampton,0.0,0,0,0,45,36
Shumaira Mheuka,FWD,Chelsea,-0.5,0,0,0,45,36
Sil Swinkels,DEF,Aston Villa,0.0,0,0,0,40,36
Simon Adingra,MID,Brighton,2.5,31,0,4,51,36
Simon Rusk,AM,Southampton,2.8,0,0,10,5,36
Solly March,MID,Brighton,0.0,0,0,0,65,36
Somto Boniface,DEF,Ipswich,-0.5,0,0,0,40,36
Son Heung-min,MID,Spurs,0.1,32,0,1,97,36
Spike Brits,GK,Man City,1.0,0,0,0,40,36
Stefan Bajčetić Maquieira,MID,Liverpool,0.0,0,0,0,45,36
Stefan Ortega Moreno,GK,Man City,3.0,0,0,0,52,36
Stephy Mavididi,MID,Leicester,0.0,0,0,0,50,36
Steven Benda,GK,Fulham,0.0,0,0,0,39,36
Sugawara Yukinari,DEF,Southampton,-1.0,0,0,0,42,36
Sven Botman,DEF,Newcastle,1.1,54,1,1,44,36
Sávio 'Savinho' Moreira de Oliveira,MID,Man City,2.0,14,0,1,61,36
Séamus Coleman,DEF,Everton,0.2,1,0,1,43,36
Sékou Koné,MID,Man Utd,0.0,0,0,0,45,36
Sékou Mara,FWD,Southampton,0.0,0,0,0,50,36
Taiwo Awoniyi,FWD,Nott'm Forest,1.8,7,0,1,55,36
Tariq Lamptey,DEF,Brighton,0.5,58,1,1,44,36
Tawanda Chirewa,MID,Wolves,0.0,0,0,0,45,36
Taylor Harwood-Bellis,DEF,Southampton,1.2,90,1,6,39,36
Thomas Frank,AM,Brentford,12.7,0,0,9,8,36
Thomas Partey,MID,Arsenal,1.5,90,1,2,49,36
Thomas Wilson-Brown,DEF,Leicester,0.0,0,0,0,40,36
Tim Iroegbunam,MID,Everton,0.5,6,0,1,43,36
Tim Ream,DEF,Fulham,0.0,0,0,0,45,36
Timo Werner,MID,Spurs,0.0,0,0,0,62,36
Timothy Castagne,DEF,Fulham,0.0,0,0,0,42,36
Tino Livramento,DEF,Newcastle,4.7,90,1,7,46,36
Toby Collyer,MID,Man Utd,0.0,0,0,0,45,36
Tom Cairney,MID,Fulham,0.8,16,0,1,48,36
Tom Cannon,FWD,Leicester,0.0,0,0,0,45,36
Tom Edozie,MID,Wolves,0.0,0,0,0,45,36
Tom Heaton,GK,Man Utd,0.0,0,0,0,39,36
Tom King,GK,Wolves,0.0,0,0,0,40,36
Tom Taylor,MID,Ipswich,-0.5,0,0,0,45,36
Tomiyasu Takehiro,DEF,Arsenal,0.0,0,0,0,48,36
Tommy Doyle,MID,Wolves,0.0,0,0,0,47,36
Tommy Setford,GK,Arsenal,0.0,0,0,0,45,36
Tomáš Souček,MID,West Ham,5.0,90,1,10,48,36
Tony Yogane,MID,Brentford,0.0,0,0,0,45,36
Tosin Adarabioyo,DEF,Chelsea,-0.3,0,0,0,42,36
Toti António Gomes,DEF,Wolves,4.2,90,1,1,43,36
Trent Alexander-Arnold,DEF,Liverpool,3.0,23,0,1,72,36
Trevoh Chalobah,DEF,Chelsea,3.0,74,1,2,44,36
Treymaurice Nyoni,MID,Liverpool,0.0,0,0,0,45,36
Tyler Adams,MID,Bournemouth,1.8,75,1,2,49,36
Tyler Dibling,MID,Southampton,0.5,64,1,3,43,36
Tyler Fredricson,DEF,Man Utd,0.5,0,0,0,40,36
Tyler Morton,MID,Liverpool,0.0,0,0,0,44,36
Tyrell Malacia,DEF,Man Utd,0.0,0,0,0,44,36
Tyrick Mitchell,DEF,Crystal Palace,3.6,60,1,6,48,36
Tyrique George,MID,Chelsea,1.3,0,0,0,45,36
Tyrone Mings,DEF,Aston Villa,2.0,69,1,6,44,36
Unai Emery,AM,Aston Villa,7.2,0,0,9,8,36
Valentín Barco,DEF,Brighton,0.0,0,0,0,40,36
Victor Kristiansen,DEF,Leicester,-0.8,13,0,1,44,36
Victor Lindelöf,DEF,Man Utd,1.2,38,0,1,43,36
Viljami Sinisalo,GK,Aston Villa,0.0,0,0,0,40,36
Virgil van Dijk,DEF,Liverpool,4.0,90,1,1,67,36
Vitalii Mykolenko,DEF,Everton,2.8,90,1,8,43,36
Vitaly Janelt,MID,Brentford,0.0,0,0,0,48,36
Vitor de Oliveira Nunes dos Reis,DEF,Man City,1.0,0,0,0,45,36
Vladimír Coufal,DEF,West Ham,2.0,82,1,6,41,36
Vítezslav Jaros,GK,Liverpool,0.0,0,0,0,40,36
Vítor Manuel de Oliveira Lopes Pereira,AM,Wolves,5.0,0,0,0,8,36
Wanya Marçal-Madivádua,MID,Leicester,0.0,0,0,0,45,36
Wayne Hennessey,GK,Nott'm Forest,1.0,0,0,0,40,36
Welington Damascena Santos,DEF,Southampton,0.8,87,1,6,40,36
Wes Burns,MID,Ipswich,0.0,0,0,0,47,36
Wes Foderingham,GK,West Ham,0.0,0,0,0,42,36
Wes Okoduwa,DEF,Wolves,0.0,0,0,0,40,36
Wesley Fofana,DEF,Chelsea,0.0,0,0,0,43,36
Wilfred Ndidi,MID,Leicester,0.8,90,1,2,49,36
Will Alves,MID,Leicester,0.0,0,0,0,44,36
Will Dennis,GK,Bournemouth,0.0,0,0,0,39,36
Will Hughes,MID,Crystal Palace,1.6,86,1,3,49,36
Will Lankshear,FWD,Spurs,0.0,0,0,0,45,36
Will Smallbone,MID,Southampton,-0.5,1,0,1,50,36
William Osula,FWD,Newcastle,1.7,0,0,0,49,36
William Saliba,DEF,Arsenal,2.2,90,1,1,65,36
Willian Borges da Silva,MID,Fulham,1.0,16,0,1,50,36
Willy Boly,DEF,Nott'm Forest,1.0,0,0,0,42,36
Wilson Odobert,MID,Spurs,3.8,90,1,2,53,36
Wout Faes,DEF,Leicester,1.5,90,1,1,38,36
Woyo Coulibaly,DEF,Leicester,-1.0,0,0,0,40,36
Yankuba Minteh,MID,Brighton,3.8,79,1,3,48,36
Yasin Ayari,MID,Brighton,3.0,90,1,3,50,36
Yehor Yarmoliuk,MID,Brentford,2.5,90,1,2,43,36
Yerson Mosquera,DEF,Wolves,0.0,0,0,0,38,36
Yoane Wissa,FWD,Brentford,7.0,90,1,1,68,36
Youri Tielemans,MID,Aston Villa,0.0,0,0,0,55,36
Youssef Ramalho Chermiti,FWD,Everton,0.5,0,0,0,49,36
Yunus Emre Konak,MID,Brentford,1.3,1,0,1,44,36
Yves Bissouma,MID,Spurs,0.8,45,0,1,48,36
Zach Abbott,DEF,Nott'm Forest,1.0,0,0,0,40,36
Zach Marsh,FWD,Crystal Palace,0.0,0,0,0,45,36
Zain Silcott-Duberry,MID,Bournemouth,0.0,0,0,0,45,36
Álex Moreno Lopera,DEF,Nott'm Forest,1.0,0,0,0,42,36
Ângelo Gabriel Borges Damaceno,MID,Chelsea,0.0,0,0,0,45,36
Đorđe Petrović,GK,Chelsea,0.0,0,0,0,44,36
Łukasz Fabiański,GK,West Ham,0.0,0,0,0,40,36
Aaron Anselmino,DEF,Chelsea,0.0,0,0,0,40,37
Aaron Cresswell,DEF,West Ham,1.5,57,1,1,39,37
Aaron Hickey,DEF,Brentford,0.0,0,0,0,43,37
Aaron Ramsdale,GK,Southampton,3.0,90,1,1,44,37
Aaron Wan-Bissaka,DEF,West Ham,4.7,90,1,1,44,37
Abdoulaye Doucouré,MID,Everton,3.0,64,1,3,51,37
Abdukodir Khusanov,DEF,Man City,0.5,0,0,0,50,37
Abdul Fatawu,MID,Leicester,0.0,0,0,0,51,37
Adam Armstrong,FWD,Southampton,0.0,0,0,0,51,37
Adam Lallana,MID,Southampton,-0.5,0,0,0,50,37
Adam Smith,DEF,Bournemouth,0.3,21,0,1,44,37
Adam Webster,DEF,Brighton,1.0,90,1,0,43,37
Adam Wharton,MID,Crystal Palace,1.0,0,0,0,47,37
Adama Traoré,MID,Fulham,3.8,79,1,9,45,37
Adrian Mazilu,MID,Brighton,0.0,0,0,0,45,37
Albert Grønbæk,MID,Southampton,-0.5,0,0,0,49,37
Alejandro Garnacho,MID,Man Utd,4.0,20,0,1,59,37
Alejo Véliz,FWD,Spurs,0.0,0,0,0,50,37
Alex Iwobi,MID,Fulham,2.8,65,1,2,55,37
Alex McCarthy,GK,Southampton,-0.5,0,0,0,42,37
Alex Mighten,MID,Nott'm Forest,0.0,0,0,0,45,37
Alex Murphy,DEF,Newcastle,0.0,0,0,0,40,37
Alex Palmer,GK,Ipswich,1.5,90,1,1,45,37
Alex Paulsen,GK,Bournemouth,0.0,0,0,0,40,37
Alex Scott,MID,Bournemouth,0.0,0,0,0,47,37
Alexander Isak,FWD,Newcastle,3.7,0,0,0,95,37
Alexis Mac Allister,MID,Liverpool,4.8,0,0,0,62,37
Alfie Devine,MID,Spurs,0.0,0,0,0,45,37
Alfie Dorrington,DEF,Spurs,0.0,0,0,0,40,37
Alfie Gilchrist,DEF,Chelsea,0.0,0,0,0,40,37
Alfie Pond,DEF,Wolves,0.0,0,0,0,39,37
Alfie Whiteman,GK,Spurs,0.0,0,0,0,39,37
Ali Al-Hamadi,FWD,Ipswich,0.0,0,0,0,47,37
Alisson Ramses Becker,GK,Liverpool,3.5,90,1,4,55,37
Alphonse Areola,GK,West Ham,3.3,90,1,2,42,37
Altay Bayindir,GK,Man Utd,0.5,0,0,0,43,37
Amad Diallo,MID,Man Utd,2.2,90,1,1,53,37
Amadou Onana,MID,Aston Villa,2.3,87,1,3,48,37
Amara Nallo,DEF,Liverpool,1.0,0,0,0,40,37
Amario Cozier-Duberry,MID,Brighton,0.0,0,0,0,45,37
Andoni Iraola,AM,Bournemouth,5.3,0,0,1,11,37
Andreas Hoelgebaum Pereira,MID,Fulham,0.8,0,0,0,49,37
Andrew Moran,MID,Brighton,0.0,0,0,0,50,37
Andrew Omobamidele,DEF,Nott'm Forest,0.0,0,0,0,42,37
Andrew Robertson,DEF,Liverpool,2.5,0,0,0,58,37
Andrey Nascimento dos Santos,MID,Chelsea,0.0,0,0,0,45,37
André Onana,GK,Man Utd,1.0,90,1,2,49,37
André Trindade da Costa Neto,MID,Wolves,2.0,45,1,1,50,37
Andrés García,DEF,Aston Villa,0.0,0,0,0,45,37
Andy Irving,MID,West Ham,-0.5,0,0,0,47,37
Ange Postecoglou,AM,Spurs,1.2,0,0,0,11,37
Anthony Elanga,MID,Nott'm Forest,4.5,90,1,5,55,37
Anthony Gordon,MID,Newcastle,1.3,90,1,2,74,37
Antoine Semenyo,MID,Bournemouth,3.7,90,1,2,57,37
Antonee Robinson,DEF,Fulham,0.6,88,1,1,47,37
Antony Matheus dos Santos,MID,Man Utd,0.0,0,0,0,57,37
Antonín Kinsky,GK,Spurs,1.2,90,1,2,41,37
Archie Gray,MID,Spurs,1.5,90,1,1,46,37
Archie Harris,DEF,Bournemouth,-0.5,0,0,0,40,37
Arijanet Muric,GK,Ipswich,0.0,0,0,0,44,37
Armando Broja,FWD,Everton,0.5,0,0,0,53,37
Armel Bella-Kotchap,DEF,Southampton,-0.5,0,0,0,39,37
Arne Slot,AM,Liverpool,5.8,0,0,2,15,37
Asher Agbinone,MID,Crystal Palace,0.0,0,0,0,45,37
Ashley Phillips,DEF,Spurs,0.0,0,0,0,40,37
Ashley Young,DEF,Everton,3.3,72,0,7,42,37
Asmir Begovic,GK,Everton,0.5,0,0,0,40,37
Axel Disasi,DEF,Aston Villa,0.0,0,0,0,42,37
Axel Tuanzebe,DEF,Ipswich,1.0,90,1,1,39,37
Ayden Heaven,DEF,Man Utd,0.0,9,0,0,40,37
Bart Verbruggen,GK,Brighton,2.5,90,1,2,46,37
Bastien Meupiyou,DEF,Wolves,0.0,0,0,0,39,37
Ben Brereton Díaz,MID,Southampton,0.0,0,0,0,48,37
Ben Broggio,MID,Aston Villa,0.0,0,0,0,45,37
Ben Chilwell,DEF,Crystal Palace,2.7,90,1,7,46,37
Ben Davies,DEF,Spurs,0.8,90,1,1,43,37
Ben Doak,MID,Liverpool,0.0,0,0,0,45,37
Ben Godfrey,DEF,Ipswich,0.0,0,0,0,40,37
Ben Johnson,DEF,Ipswich,-0.5,0,0,0,38,37
Ben Mee,DEF,Brentford,0.0,0,0,0,42,37
Ben Nelson,DEF,Leicester,0.0,0,0,0,40,37
Ben Winterburn,MID,Bournemouth,-0.5,0,0,0,45,37
Benicio Baker-Boaitey,MID,Brighton,0.0,0,0,0,45,37
Benjamin Arthur,DEF,Brentford,0.0,0,0,0,40,37
Benjamin Fredrick,DEF,Brentford,0.0,0,0,0,40,37
Benjamin White,DEF,Arsenal,3.2,90,1,6,61,37
Benoît Badiashile,DEF,Chelsea,0.0,0,0,0,42,37
Bernardo Veiga de Carvalho e Silva,MID,Man City,6.2,90,1,11,61,37
Bernd Leno,GK,Fulham,3.0,90,1,6,50,37
Bilal El Khannouss,MID,Leicester,4.0,90,1,3,48,37
Billy Gilmour,MID,Brighton,0.0,0,0,0,50,37
Bobby Clark,MID,Liverpool,0.0,0,0,0,45,37
Bobby De Cordova-Reid,MID,Leicester,0.0,0,0,0,52,37
Boubacar Kamara,MID,Aston Villa,5.3,90,1,10,50,37
Boubacar Traoré,MID,Wolves,0.0,0,0,0,48,37
Boubakary Soumaré,MID,Leicester,1.5,90,1,3,44,37
Brajan Gruda,MID,Brighton,4.0,72,1,6,54,37
Brandon Austin,GK,Spurs,0.0,0,0,0,40,37
Brayden Clarke,DEF,Arsenal,0.5,0,0,0,40,37
Brennan Johnson,MID,Spurs,0.8,3,0,1,62,37
Bruno Borges Fernandes,MID,Man Utd,1.8,80,1,1,84,37
Bruno Guimarães Rodriguez Moura,MID,Newcastle,3.0,90,1,2,62,37
Bryan Gil Salvatierra,MID,Spurs,0.0,0,0,0,50,37
Bryan Mbeumo,MID,Brentford,4.5,90,1,5,83,37
Bukayo Saka,MID,Arsenal,2.8,75,1,3,103,37
Caleb Kporha,DEF,Crystal Palace,0.0,0,0,0,40,37
Caleb Okoli,DEF,Leicester,0.2,0,0,0,40,37
Caleb Wiley,DEF,Chelsea,0.0,0,0,0,40,37
Callan McKenna,GK,Bournemouth,-0.5,0,0,0,40,37
Callum Bates,MID,Everton,0.5,0,0,0,45,37
Callum Hudson-Odoi,MID,Nott'm Forest,0.5,7,0,1,51,37
Callum Olusesi,MID,Spurs,0.0,0,0,0,45,37
Callum Wilson,FWD,Newcastle,0.7,63,1,2,69,37
Calvin Bassey,DEF,Fulham,1.2,90,1,1,45,37
Cameron Archer,FWD,Southampton,0.5,30,0,1,48,37
Cameron Burgess,DEF,Ipswich,1.8,0,0,0,38,37
Cameron Humphreys,MID,Ipswich,0.0,0,0,0,45,37
Cameron Peupion,MID,Brighton,0.0,0,0,0,44,37
Caoimhin Kelleher,GK,Liverpool,1.0,0,0,0,39,37
Carl Rushworth,GK,Brighton,-1.0,0,0,0,39,37
Carlos Alcaraz Durán,MID,Everton,3.3,25,0,1,47,37
Carlos Baleba,MID,Brighton,3.2,90,1,2,50,37
Carlos Henrique Casimiro,MID,Man Utd,1.0,69,1,2,46,37
Carlos Miguel dos Santos Pereira,GK,Nott'm Forest,0.5,0,0,0,41,37
Carlos Roberto Forbs Borges,MID,Wolves,0.2,0,0,0,54,37
Carlos Soler,MID,West Ham,0.0,31,0,0,50,37
Carlos Vinícius Alves Morais,FWD,Fulham,0.2,0,0,0,50,37
Carney Chukwuemeka,MID,Chelsea,0.0,0,0,0,47,37
Cesare Casadei,MID,Chelsea,0.0,0,0,0,44,37
Chadi Riad Dnanou,DEF,Crystal Palace,0.0,0,0,0,43,37
Charlie Tasker,DEF,Brighton,-1.0,0,0,0,40,37
Charlie Taylor,DEF,Southampton,-0.5,0,0,0,39,37
Cheick Doucouré,MID,Crystal Palace,0.0,0,0,0,48,37
Chido Obi-Martin,FWD,Man Utd,0.8,0,0,0,45,37
Chiedozie Ogbene,MID,Ipswich,0.0,0,0,0,48,37
Chris Mepham,DEF,Bournemouth,0.0,0,0,0,44,37
Chris Richards,DEF,Crystal Palace,3.0,90,1,1,44,37
Chris Wood,FWD,Nott'm Forest,4.0,90,1,2,72,37
Christian Eriksen,MID,Man Utd,1.5,0,0,0,52,37
Christian Nørgaard,MID,Brentford,3.2,90,1,4,48,37
Christian Walton,GK,Ipswich,0.0,0,0,0,43,37
Christopher Nkunku,MID,Chelsea,0.0,0,0,0,57,37
Cieran Slicker,GK,Ipswich,0.0,0,0,0,39,37
Claudio Echeverri,MID,Man City,0.5,0,0,0,58,37
Coby Ebere,MID,Everton,0.5,0,0,0,45,37
Cody Gakpo,FWD,Liverpool,6.0,62,1,2,72,37
Cole Palmer,MID,Chelsea,4.2,90,1,2,105,37
Conor Bradley,DEF,Liverpool,2.5,76,1,4,47,37
Conor Chaplin,MID,Ipswich,1.0,19,0,1,51,37
Conor Coady,DEF,Leicester,5.8,90,1,7,40,37
Conor Gallagher,MID,Chelsea,0.0,0,0,0,59,37
Conor Townsend,DEF,Ipswich,0.0,0,0,0,39,37
Corrie Ndaba,DEF,Ipswich,0.0,0,0,0,40,37
Craig Dawson,DEF,Wolves,0.0,0,0,0,42,37
Cristian Romero,DEF,Spurs,0.0,0,0,0,49,37
Crysencio Summerville,MID,West Ham,0.0,0,0,0,55,37
Curtis Jones,MID,Liverpool,2.5,27,0,1,53,37
Daichi Kamada,MID,Crystal Palace,1.0,19,0,1,51,37
Damola Ajayi,MID,Spurs,0.0,0,0,0,45,37
Dan Burn,DEF,Newcastle,6.3,90,1,1,45,37
Dane Scarlett,FWD,Spurs,0.0,0,0,0,44,37
Dango Ouattara,MID,Bournemouth,0.0,0,0,0,46,37
Daniel Adu-Adjei,FWD,Bournemouth,-0.5,0,0,0,45,37
Daniel Bentley,GK,Wolves,0.5,90,1,2,39,37
Daniel Castelo Podence,MID,Wolves,0.0,0,0,0,55,37
Daniel Iversen,GK,Leicester,0.0,0,0,0,39,37
Daniel Jebbison,FWD,Bournemouth,1.7,7,0,6,45,37
Daniel Muñoz,DEF,Crystal Palace,4.3,90,1,1,52,37
Danilo dos Santos de Oliveira,MID,Nott'm Forest,0.7,6,0,1,47,37
Danny Ings,FWD,West Ham,-0.5,0,0,0,48,37
Danny Ward,GK,Leicester,0.0,0,0,0,39,37
Danny Welbeck,FWD,Brighton,3.2,83,1,5,55,37
Dante Cassanova,DEF,Spurs,0.0,0,0,0,40,37
Dara O'Shea,DEF,Ipswich,1.2,90,1,1,39,37
Darwin Núñez Ribeiro,FWD,Liverpool,2.0,27,0,1,70,37
David Brooks,MID,Bournemouth,0.3,45,0,1,49,37
David Datro Fofana,FWD,Chelsea,0.0,0,0,0,54,37
David Moyes,AM,Everton,6.5,0,0,10,5,37
David Ozoh,MID,Crystal Palace,0.0,0,0,0,45,37
David Raya Martin,GK,Arsenal,3.8,90,1,7,55,37
Dean Henderson,GK,Crystal Palace,3.3,90,1,1,46,37
Dean Huijsen,DEF,Bournemouth,2.0,90,1,0,45,37
Declan Rice,MID,Arsenal,5.4,90,1,11,62,37
Deivid Washington de Souza Eugênio,FWD,Chelsea,0.0,0,0,0,49,37
Dejan Kulusevski,MID,Spurs,0.0,0,0,0,62,37
Deniz Undav,FWD,Brighton,0.0,0,0,0,55,37
Dermot Mee,GK,Man Utd,0.0,0,0,0,40,37
Destiny Udogie,DEF,Spurs,-0.5,0,0,0,48,37
Diego Carlos Santos Silva,DEF,Aston Villa,0.0,0,0,0,45,37
Diego Gómez,MID,Brighton,0.0,16,0,1,55,37
Diogo Dalot Teixeira,DEF,Man Utd,0.0,0,0,0,50,37
Diogo Teixeira da Silva,MID,Liverpool,1.8,0,0,0,72,37
Divin Mubama,FWD,Man City,0.5,0,0,0,45,37
Djed Spence,DEF,Spurs,1.0,90,1,1,44,37
Dominic Calvert-Lewin,FWD,Everton,1.3,15,0,1,54,37
Dominic Sadi,MID,Bournemouth,-0.5,0,0,0,45,37
Dominic Solanke-Mitchell,FWD,Spurs,1.8,16,0,1,73,37
Dominik Szoboszlai,MID,Liverpool,6.5,63,1,7,61,37
Donyell Malen,MID,Aston Villa,0.7,4,0,1,53,37
Dwight McNeil,MID,Everton,5.7,64,1,6,51,37
Eberechi Eze,MID,Crystal Palace,10.7,9,0,6,70,37
Eddie Howe,AM,Newcastle,5.7,0,0,0,15,37
Eddie Nketiah,FWD,Crystal Palace,4.7,80,1,13,59,37
Ederson Santana de Moraes,GK,Man City,4.8,90,1,1,53,37
Edson Álvarez Velázquez,MID,West Ham,-0.3,32,0,0,50,37
Eiran Cashin,DEF,Brighton,-1.0,0,0,0,45,37
Elkan Baggott,DEF,Ipswich,0.0,0,0,0,40,37
Elliot Anderson,MID,Nott'm Forest,2.0,82,1,2,50,37
Elyh Harrison,GK,Man Utd,0.0,0,0,0,40,37
Emerson Leite de Souza Junior,DEF,Spurs,0.0,0,0,0,45,37
Emerson Palmieri dos Santos,DEF,West Ham,0.7,0,0,0,44,37
Emil Krafth,DEF,Newcastle,-0.3,26,0,0,43,37
Emile Smith Rowe,MID,Fulham,3.8,65,1,1,51,37
Emiliano Buendía Stati,MID,Aston Villa,0.0,0,0,0,51,37
Emiliano Martínez Romero,GK,Aston Villa,7.7,90,1,6,50,37
Emmanuel Agbadou,DEF,Wolves,3.5,90,1,5,40,37
Emmanuel Dennis,FWD,Nott'm Forest,0.0,0,0,0,49,37
Endo Wataru,MID,Liverpool,2.0,13,0,1,46,37
Enes Ünal,FWD,Bournemouth,0.0,0,0,0,54,37
Enso González,MID,Wolves,0.0,0,0,0,44,37
Enzo Barrenechea,MID,Aston Villa,0.0,0,0,0,49,37
Enzo Fernández,MID,Chelsea,4.8,90,1,3,47,37
Enzo Maresca,AM,Chelsea,6.8,0,0,9,15,37
Eric da Silva Moreira,MID,Nott'm Forest,0.5,0,0,0,43,37
Erling Haaland,FWD,Man City,1.8,82,1,2,149,37
Ethan Brierley,MID,Brentford,0.0,0,0,0,44,37
Ethan Nwaneri,MID,Arsenal,0.8,0,0,0,43,37
Ethan Pinnock,DEF,Brentford,0.0,0,0,0,44,37
Ethan Wheatley,FWD,Man Utd,0.0,0,0,0,45,37
Evan Ferguson,FWD,West Ham,-0.3,0,0,0,55,37
Ezra Mayers,DEF,West Ham,-0.5,0,0,0,40,37
Ezri Konsa Ngoyo,DEF,Aston Villa,8.7,90,1,15,44,37
Fabian Hürzeler,AM,Brighton,10.8,0,0,19,11,37
Fabian Schär,DEF,Newcastle,4.3,90,1,2,55,37
Facundo Buonanotte,MID,Leicester,2.0,0,0,0,45,37
Facundo Pellistri Rebollo,MID,Man Utd,0.0,0,0,0,50,37
Federico Chiesa,MID,Liverpool,1.8,62,1,2,68,37
Felipe Rodrigues da Silva,DEF,Nott'm Forest,0.5,7,0,0,45,37
Ferdi Kadioglu,DEF,Brighton,0.0,0,0,0,44,37
Filip Jørgensen,GK,Chelsea,0.0,0,0,0,42,37
Filip Marschall,GK,Aston Villa,0.0,0,0,0,40,37
Flynn Downes,MID,Southampton,1.3,90,1,1,47,37
Francisco Evanilson de Lima Barbosa,FWD,Bournemouth,2.5,82,1,2,58,37
Francisco Jorge Tomás Oliveira,MID,Wolves,0.0,0,0,0,45,37
Franco Umeh-Chibueze,MID,Crystal Palace,0.0,0,0,0,44,37
Frank Onyeka,MID,Brentford,0.0,0,0,0,49,37
Fraser Forster,GK,Spurs,0.0,0,0,0,43,37
Freddie Ladapo,FWD,Ipswich,0.0,0,0,0,45,37
Freddie Simmonds,DEF,Brighton,-1.0,0,0,0,40,37
Fábio Ferreira Vieira,MID,Arsenal,0.0,0,0,0,54,37
Fábio Freitas Gouveia Carvalho,MID,Brentford,0.0,0,0,0,45,37
Fábio Silva,FWD,Wolves,0.0,0,0,0,50,37
Gabriel Fernando de Jesus,FWD,Arsenal,0.0,0,0,0,65,37
Gabriel Martinelli Silva,MID,Arsenal,4.5,90,1,3,65,37
Gabriel dos Santos Magalhães,DEF,Arsenal,0.0,0,0,0,62,37
Garang Kuol,MID,Newcastle,-0.5,0,0,0,44,37
Gavin Bazunu,GK,Southampton,0.0,0,0,0,43,37
Genesis Antwi,DEF,Chelsea,0.0,0,0,0,40,37
George Earthy,MID,West Ham,0.0,0,0,0,45,37
George Edmundson,DEF,Ipswich,0.0,0,0,0,40,37
George Hirst,FWD,Ipswich,2.0,70,1,2,54,37
Georginio Rutter,MID,Brighton,0.0,0,0,0,50,37
Giovani Lo Celso,MID,Spurs,0.0,0,0,0,49,37
Godwill Kukonki,DEF,Man Utd,0.0,0,0,0,40,37
Gonçalo Manuel Ganchinho Guedes,MID,Wolves,1.2,90,1,2,53,37
Graham Potter,AM,West Ham,3.7,0,0,1,5,37
Guglielmo Vicario,GK,Spurs,0.5,0,0,0,48,37
Guido Rodríguez,MID,West Ham,0.3,58,1,0,48,37
Gustavo Nunes Fernandes Gomes,MID,Brentford,0.2,0,0,0,49,37
Hamed Traorè,MID,Bournemouth,0.0,0,0,0,45,37
Hamza Choudhury,MID,Leicester,0.0,0,0,0,44,37
Hannibal Mejbri,MID,Man Utd,0.0,0,0,0,45,37
Harrison Armstrong,MID,Everton,0.0,0,0,0,44,37
Harrison Reed,MID,Fulham,0.0,0,0,0,47,37
Harry Amass,DEF,Man Utd,0.2,0,0,0,40,37
Harry Clarke,DEF,Ipswich,0.0,0,0,0,40,37
Harry Howell,MID,Brighton,-0.8,6,0,1,45,37
Harry Maguire,DEF,Man Utd,1.2,90,1,2,49,37
Harry Souttar,DEF,Leicester,0.0,0,0,0,40,37
Harry Toffolo,DEF,Nott'm Forest,0.5,0,0,0,42,37
Harry Wilson,MID,Fulham,3.0,24,0,6,52,37
Harry Winks,MID,Leicester,0.0,0,0,0,43,37
Harvey Barnes,MID,Newcastle,2.0,75,1,2,59,37
Harvey Davies,GK,Liverpool,1.0,0,0,0,40,37
Harvey Elliott,MID,Liverpool,5.0,90,1,13,52,37
Henry Cartwright,MID,Leicester,0.0,0,0,0,45,37
Hubert Graczyk,GK,Man Utd,0.0,0,0,0,40,37
Hugo Bueno López,DEF,Wolves,0.0,0,0,0,45,37
Hwang Hee-chan,MID,Wolves,0.4,9,0,1,61,37
Hwang Ui-jo,FWD,Nott'm Forest,0.0,0,0,0,45,37
Hákon Valdimarsson,GK,Brentford,0.0,0,0,0,39,37
Ian Maatsen,DEF,Aston Villa,4.3,90,1,6,45,37
Ibrahim Osman,MID,Brighton,0.0,0,0,0,50,37
Ibrahim Sangaré,MID,Nott'm Forest,2.3,82,1,3,43,37
Ibrahima Konaté,DEF,Liverpool,2.0,90,1,1,53,37
Idrissa Gueye,MID,Everton,2.7,90,1,3,48,37
Igor Julio dos Santos de Paulo,DEF,Brighton,-1.0,0,0,0,43,37
Igor Thiago Nascimento Rodrigues,FWD,Brentford,0.8,14,0,1,59,37
Iliman Ndiaye,FWD,Everton,4.7,74,1,13,52,37
Ilkay Gündogan,MID,Man City,3.5,90,1,6,63,37
