name,position,team,xP,minutes,starts,total_points,value,gw
Richarlison de Andrade,FWD,Spurs,0.0,0,0,0,68,26
Iwan Morgan,FWD,Brentford,1.1,0,0,0,45,26
Joško Gvardiol,DEF,Man City,3.3,90,1,1,59,26
Harry Clarke,DEF,Ipswich,0.0,0,0,0,40,26
Joachim Andersen,DEF,Fulham,1.0,90,1,-1,42,26
Moisés Caicedo Corozo,MID,Chelsea,1.7,90,1,1,49,26
Carlos Henrique Casimiro,MID,Man Utd,0.8,61,1,2,47,26
Roman Dixon,DEF,Everton,0.0,0,0,0,40,26
Jhon Durán,FWD,Aston Villa,0.0,0,0,0,57,26
Jacob Murphy,MID,Newcastle,5.8,69,1,7,51,26
Sean Longstaff,MID,Newcastle,0.5,0,0,0,45,26
Leander Dendoncker,MID,Aston Villa,0.0,0,0,0,45,26
Trevoh Chalobah,DEF,Chelsea,1.5,7,1,1,44,26
Ryan Manning,DEF,Southampton,-0.3,0,0,0,43,26
Vitalii Mykolenko,DEF,Everton,3.2,90,1,1,44,26
Ryan Christie,MID,Bournemouth,5.0,59,1,1,49,26
Fábio Silva,FWD,Wolves,0.0,0,0,0,50,26
Kepa Arrizabalaga,GK,Bournemouth,4.0,90,1,2,46,26
Frank Onyeka,MID,Brentford,0.0,0,0,0,49,26
Youssef Ramalho Chermiti,FWD,Everton,0.0,0,0,0,49,26
Morgan Gibbs-White,MID,Nott'm Forest,7.0,90,1,5,65,26
Noni Madueke,MID,Chelsea,0.0,0,0,0,61,26
Nélson Cabral Semedo,DEF,Wolves,3.3,90,1,6,45,26
Alex Palmer,GK,Ipswich,2.0,90,1,0,45,26
Thomas Frank,AM,Brentford,7.2,0,0,12,8,26
Tommy Doyle,MID,Wolves,0.5,1,0,1,47,26
Tom Heaton,GK,Man Utd,0.0,0,0,0,39,26
Lucas Bergvall,MID,Spurs,2.8,84,1,2,44,26
Lesley Ugochukwu,MID,Southampton,1.0,71,1,1,44,26
Evan Ferguson,FWD,West Ham,0.0,8,0,1,55,26
Christian Eriksen,MID,Man Utd,0.2,0,0,0,52,26
Nasser Djiga,DEF,Wolves,0.0,17,0,1,45,26
Tyrique George,MID,Chelsea,0.7,0,0,0,45,26
Danny Ings,FWD,West Ham,0.0,0,0,0,49,26
Jean-Ricner Bellegarde,MID,Wolves,4.3,79,1,3,49,26
Tim Ream,DEF,Fulham,0.0,0,0,0,45,26
Benoît Badiashile,DEF,Chelsea,0.0,0,0,0,42,26
Radu Drăgușin,DEF,Spurs,0.0,0,0,0,43,26
Jack Stephens,DEF,Southampton,-0.3,0,0,0,40,26
Mateo Kovačić,MID,Man City,0.7,12,0,1,54,26
Nicolás Domínguez,MID,Nott'm Forest,0.8,75,1,1,48,26
Ben Doak,MID,Liverpool,0.0,0,0,0,45,26
Phil Foden,MID,Man City,3.0,90,1,2,93,26
Mason Mount,MID,Man Utd,0.0,0,0,0,63,26
Gabriel Martinelli Silva,MID,Arsenal,0.0,0,0,0,66,26
Yasin Ayari,MID,Brighton,2.0,66,1,3,50,26
Callum Olusesi,MID,Spurs,0.0,0,0,0,45,26
Mikel Merino,MID,Arsenal,4.5,90,1,2,60,26
Jamaldeen Jimoh,MID,Aston Villa,-0.5,0,0,0,45,26
Facundo Buonanotte,MID,Leicester,0.2,35,0,0,47,26
Caoimhin Kelleher,GK,Liverpool,0.5,0,0,0,40,26
Odeluga Offiah,DEF,Brighton,0.0,0,0,0,40,26
Lino da Cruz Sousa,DEF,Aston Villa,0.0,0,0,0,40,26
Amario Cozier-Duberry,MID,Brighton,0.0,0,0,0,45,26
Emerson Leite de Souza Junior,DEF,Spurs,0.0,0,0,0,45,26
Kai Havertz,FWD,Arsenal,0.0,0,0,0,78,26
Scott Carson,GK,Man City,-0.5,0,0,0,39,26
Ethan Brierley,MID,Brentford,0.0,0,0,0,44,26
Andrey Nascimento dos Santos,MID,Chelsea,0.0,0,0,0,45,26
Rico Henry,DEF,Brentford,0.0,0,0,0,43,26
Mateusz Lis,GK,Southampton,0.0,0,0,0,40,26
Yoane Wissa,FWD,Brentford,3.5,90,1,8,63,26
Daniel Iversen,GK,Leicester,0.0,0,0,0,39,26
Kevin Danso,DEF,Spurs,4.0,90,1,2,45,26
Mads Hermansen,GK,Leicester,1.0,90,1,1,44,26
Rob Holding,DEF,Crystal Palace,0.0,0,0,0,42,26
Ismaïla Sarr,MID,Crystal Palace,2.5,74,1,3,56,26
Jarrod Bowen,MID,West Ham,5.0,81,1,10,73,26
Mark O’Mahony,FWD,Brighton,0.0,0,0,0,45,26
Ryan Sessegnon,DEF,Fulham,0.5,0,0,0,41,26
Josh Dasilva,MID,Brentford,0.0,0,0,0,48,26
Jadon Sancho,MID,Chelsea,2.0,14,0,1,62,26
Sam Johnstone,GK,Wolves,-0.5,0,0,0,42,26
Jonny Evans,DEF,Man Utd,0.0,0,0,0,44,26
Mohamed Salah,MID,Liverpool,12.3,90,1,14,137,26
Federico Chiesa,MID,Liverpool,0.7,0,0,0,68,26
Timothy Castagne,DEF,Fulham,1.8,79,1,1,42,26
Tariq Lamptey,DEF,Brighton,3.7,66,1,6,44,26
Ola Aina,DEF,Nott'm Forest,2.0,90,1,0,54,26
Taiwo Awoniyi,FWD,Nott'm Forest,0.5,0,0,0,55,26
Leandro Trossard,MID,Arsenal,3.7,90,1,2,69,26
Jacob Greaves,DEF,Ipswich,2.0,90,1,0,39,26
Issa Kaboré,DEF,Man City,0.0,0,0,0,45,26
Alfie Whiteman,GK,Spurs,0.0,0,0,0,39,26
Séamus Coleman,DEF,Everton,0.0,0,0,0,43,26
Fabian Schär,DEF,Newcastle,1.0,90,1,1,54,26
Nicolas Jackson,FWD,Chelsea,0.0,0,0,0,77,26
Joe White,MID,Newcastle,0.0,0,0,0,45,26
Jamie Vardy,FWD,Leicester,3.5,90,1,2,54,26
Miguel Almirón Rejala,MID,Newcastle,0.0,0,0,0,54,26
James Garner,MID,Everton,2.2,80,1,1,49,26
Marcus Tavernier,MID,Bournemouth,4.3,90,1,2,54,26
Lewis Dobbin,MID,Aston Villa,0.0,0,0,0,50,26
Chido Obi-Martin,FWD,Man Utd,0.5,20,0,0,45,26
Viljami Sinisalo,GK,Aston Villa,0.0,0,0,0,40,26
Omari Kellyman,MID,Chelsea,0.0,0,0,0,43,26
Jayce Fitzgerald,MID,Man Utd,0.0,0,0,0,45,26
Daniel Castelo Podence,MID,Wolves,0.0,0,0,0,55,26
Martial Godo,MID,Fulham,0.0,0,0,0,44,26
Harrison Reed,MID,Fulham,0.2,0,0,0,47,26
Guido Rodríguez,MID,West Ham,-0.3,0,0,0,48,26
Will Alves,MID,Leicester,0.0,0,0,0,44,26
Carlos Baleba,MID,Brighton,2.3,90,1,3,50,26
James Hill,DEF,Bournemouth,0.5,59,1,1,39,26
David Datro Fofana,FWD,Chelsea,0.0,0,0,0,54,26
Ryan Fraser,MID,Southampton,-0.1,0,0,0,48,26
Ângelo Gabriel Borges Damaceno,MID,Chelsea,0.0,0,0,0,45,26
Nathan Patterson,DEF,Everton,0.0,0,0,0,44,26
Robin Olsen,GK,Aston Villa,-0.5,0,0,0,45,26
Malachi Hardy,DEF,Spurs,0.0,0,0,0,40,26
Mathias Jensen,MID,Brentford,0.8,0,0,0,53,26
Bart Verbruggen,GK,Brighton,4.5,90,1,6,45,26
Dango Ouattara,MID,Bournemouth,8.5,88,1,2,51,26
Emmanuel Agbadou,DEF,Wolves,0.0,0,0,0,40,26
Emmanuel Dennis,FWD,Nott'm Forest,0.0,0,0,0,49,26
Yehor Yarmoliuk,MID,Brentford,0.8,45,0,1,44,26
Julián Álvarez,FWD,Man City,0.0,0,0,0,70,26
Tyler Dibling,MID,Southampton,0.3,90,1,2,45,26
Paul Onuachu,FWD,Southampton,3.3,18,0,1,49,26
Bobby Clark,MID,Liverpool,0.0,0,0,0,45,26
Amara Nallo,DEF,Liverpool,0.5,0,0,0,40,26
Kieran Tierney,DEF,Arsenal,1.0,0,0,0,43,26
Orel Mangala,MID,Everton,0.0,0,0,0,50,26
Darwin Núñez Ribeiro,FWD,Liverpool,1.3,0,0,0,70,26
Josh Bowler,MID,Nott'm Forest,0.0,0,0,0,45,26
Marco Alexandre Saraiva da Silva,AM,Fulham,9.0,0,0,0,11,26
Sugawara Yukinari,DEF,Southampton,0.0,45,0,0,42,26
Aaron Wan-Bissaka,DEF,West Ham,3.3,90,1,12,44,26
Mathys Tel,MID,Spurs,2.5,73,1,2,60,26
Pep Guardiola,AM,Man City,5.0,0,0,0,15,26
Bobby De Cordova-Reid,MID,Leicester,2.8,45,1,0,52,26
Manuel Ugarte,MID,Man Utd,2.8,90,1,8,49,26
Nathan Broadhead,MID,Ipswich,1.0,22,0,1,49,26
Matheus Luiz Nunes,MID,Man City,1.5,0,0,0,49,26
Ben Broggio,MID,Aston Villa,-0.5,0,0,0,45,26
Jake O'Brien,DEF,Everton,2.8,90,1,0,45,26
Cameron Peupion,MID,Brighton,0.0,0,0,0,44,26
Felipe Rodrigues da Silva,DEF,Nott'm Forest,1.5,0,0,0,45,26
Kosta Nedeljković,DEF,Aston Villa,0.0,0,0,0,39,26
Jay Stansfield,FWD,Fulham,0.0,0,0,0,50,26
Dominic Sadi,MID,Bournemouth,0.5,0,0,0,45,26
Nikola Milenković,DEF,Nott'm Forest,3.0,90,1,5,48,26
Sepp van den Berg,DEF,Brentford,0.0,0,0,0,41,26
Kevin Mbabu,DEF,Fulham,0.0,0,0,0,40,26
Malang Sarr,DEF,Chelsea,0.0,0,0,0,45,26
Jarrad Branthwaite,DEF,Everton,4.2,90,1,1,48,26
Ferdi Kadioglu,DEF,Brighton,0.0,0,0,0,44,26
Mats Wieffer,MID,Brighton,0.7,7,0,1,47,26
Kyle Walker,DEF,Man City,0.0,0,0,0,51,26
Shea Charles,MID,Southampton,0.0,0,0,0,45,26
Samuel Edozie,MID,Southampton,0.0,0,0,0,49,26
Robert Sánchez,GK,Chelsea,1.0,0,0,0,46,26
Abdukodir Khusanov,DEF,Man City,1.3,90,1,1,50,26
Sergio Reguilón,DEF,Spurs,0.0,0,0,0,42,26
Asmir Begovic,GK,Everton,0.0,0,0,0,40,26
Martin Sherif,FWD,Everton,0.0,0,0,0,45,26
Conor Townsend,DEF,Ipswich,0.8,0,0,0,39,26
Ricardo Barbosa Pereira,DEF,Leicester,0.0,0,0,0,41,26
Massimo Luongo,MID,Ipswich,0.2,0,0,0,44,26
Harvey Elliott,MID,Liverpool,0.8,1,0,1,52,26
Garang Kuol,MID,Newcastle,0.0,0,0,0,44,26
Rúben Gato Alves Dias,DEF,Man City,-0.3,13,0,1,54,26
Romelu Lukaku Bolingoli,FWD,Chelsea,0.0,0,0,0,63,26
Jack Moorhouse,MID,Man Utd,0.0,0,0,0,45,26
Joe Knight,MID,Brighton,0.5,0,0,0,45,26
Ben Chilwell,DEF,Crystal Palace,0.5,1,0,1,46,26
George Hirst,FWD,Ipswich,1.0,11,0,1,54,26
Daniel Jebbison,FWD,Bournemouth,1.5,1,0,1,45,26
Tyrick Mitchell,DEF,Crystal Palace,3.8,90,1,7,48,26
Shumaira Mheuka,FWD,Chelsea,1.6,0,0,0,45,26
Myles Peart-Harris,MID,Brentford,0.0,0,0,0,45,26
Mahmoud Dahoud,MID,Brighton,0.0,0,0,0,49,26
Jonathan Panzo,DEF,Nott'm Forest,0.0,0,0,0,40,26
Nico O'Reilly,MID,Man City,-0.3,0,0,0,49,26
Aaron Ramsdale,GK,Southampton,1.0,90,1,1,44,26
Moussa Diaby,MID,Aston Villa,0.0,0,0,0,65,26
Micky van de Ven,DEF,Spurs,0.0,0,0,0,45,26
Igor Thiago Nascimento Rodrigues,FWD,Brentford,0.0,0,0,0,59,26
Kaden Rodney,MID,Crystal Palace,0.0,0,0,0,45,26
Callum Hudson-Odoi,MID,Nott'm Forest,2.2,90,1,8,52,26
Armel Bella-Kotchap,DEF,Southampton,-0.5,78,0,0,39,26
Rodrigo Martins Gomes,MID,Wolves,0.0,0,0,0,51,26
Lamare Bogarde,DEF,Aston Villa,0.1,31,0,1,40,26
Noussair Mazraoui,DEF,Man Utd,2.8,69,1,1,43,26
Cameron Archer,FWD,Southampton,0.5,71,1,2,50,26
Max Kinsey,DEF,Bournemouth,0.5,0,0,0,40,26
Ezri Konsa Ngoyo,DEF,Aston Villa,0.4,90,1,2,44,26
Wayne Hennessey,GK,Nott'm Forest,0.0,0,0,0,40,26
Pedro Porro,DEF,Spurs,4.8,25,0,1,54,26
Alfie Devine,MID,Spurs,0.0,0,0,0,45,26
Elkan Baggott,DEF,Ipswich,0.0,0,0,0,40,26
Erling Haaland,FWD,Man City,5.3,0,0,0,147,26
Joachim Kayi-Sanda,DEF,Southampton,-0.5,0,0,0,40,26
Leif Davis,DEF,Ipswich,0.2,90,1,0,44,26
Harry Amass,DEF,Man Utd,0.0,0,0,0,40,26
Tom Edozie,MID,Wolves,-0.5,0,0,0,45,26
Jahmai Simpson-Pusey,DEF,Man City,-0.5,0,0,0,40,26
Virgil van Dijk,DEF,Liverpool,3.2,90,1,6,64,26
Bilal El Khannouss,MID,Leicester,3.5,90,1,2,48,26
Konstantinos Mavropanos,DEF,West Ham,0.5,28,0,1,43,26
Matt Turner,GK,Crystal Palace,0.0,0,0,0,39,26
Juan Larios López,DEF,Southampton,0.0,0,0,0,39,26
Harry Toffolo,DEF,Nott'm Forest,0.0,0,0,0,42,26
Toby Collyer,MID,Man Utd,0.0,0,0,0,45,26
Asher Agbinone,MID,Crystal Palace,0.0,0,0,0,45,26
Kadan Young,MID,Aston Villa,-0.5,0,0,0,45,26
Caleb Wiley,DEF,Chelsea,0.0,0,0,0,40,26
Ethan Pinnock,DEF,Brentford,1.8,90,1,6,44,26
William Saliba,DEF,Arsenal,5.3,85,1,2,62,26
Altay Bayindir,GK,Man Utd,0.0,0,0,0,43,26
Rodrigo Bentancur,MID,Spurs,2.5,90,1,2,49,26
Dominic Solanke-Mitchell,FWD,Spurs,0.0,0,0,0,73,26
Chris Richards,DEF,Crystal Palace,3.8,90,1,7,44,26
Rayan Aït-Nouri,DEF,Wolves,3.5,79,1,6,47,26
Andrés García,DEF,Aston Villa,0.5,20,0,1,45,26
James Justin,DEF,Leicester,0.2,0,0,0,41,26
Joshua Zirkzee,FWD,Man Utd,1.5,90,1,2,65,26
Martin Ødegaard,MID,Arsenal,3.3,90,1,2,82,26
Cesare Casadei,MID,Chelsea,0.0,0,0,0,44,26
Jaden Philogene,MID,Ipswich,1.2,90,1,2,53,26
Mario Lemina,MID,Wolves,0.0,0,0,0,48,26
Hubert Graczyk,GK,Man Utd,1.3,0,0,0,40,26
Jack Fletcher,MID,Man Utd,0.0,0,0,0,45,26
Josh Acheampong,DEF,Chelsea,0.5,0,0,0,40,26
Adam Wharton,MID,Crystal Palace,0.8,9,0,1,47,26
Omar Marmoush,FWD,Man City,5.3,76,1,2,71,26
Luis Sinisterra,MID,Bournemouth,0.7,0,0,0,48,26
Michael Keane,DEF,Everton,0.0,0,0,0,39,26
Ben Godfrey,DEF,Ipswich,-0.2,45,1,-1,40,26
Omar Richards,DEF,Nott'm Forest,0.0,0,0,0,45,26
Álex Moreno Lopera,DEF,Nott'm Forest,0.0,0,0,0,42,26
Ezra Mayers,DEF,West Ham,-0.5,0,0,0,40,26
Stephy Mavididi,MID,Leicester,0.8,45,0,1,50,26
Anthony Gordon,MID,Newcastle,2.5,90,1,2,75,26
Diego Carlos Santos Silva,DEF,Aston Villa,0.0,0,0,0,45,26
Facundo Pellistri Rebollo,MID,Man Utd,0.0,0,0,0,50,26
Trent Alexander-Arnold,DEF,Liverpool,5.7,90,1,6,74,26
Josh King,MID,Fulham,0.0,0,0,0,45,26
Matt O'Riley,MID,Brighton,1.3,0,0,0,55,26
Wanya Marçal-Madivádua,MID,Leicester,0.0,0,0,0,45,26
Jamal Lewis,DEF,Newcastle,0.0,0,0,0,40,26
Nuno Herlander Simões Espírito Santo,AM,Nott'm Forest,4.8,0,0,3,11,26
Jørgen Strand Larsen,FWD,Wolves,0.0,45,0,1,52,26
Jack Harrison,MID,Everton,2.0,90,1,5,52,26
Benjamin Arthur,DEF,Brentford,0.0,0,0,0,40,26
Riccardo Calafiori,DEF,Arsenal,3.0,55,1,1,58,26
Luke Cundle,MID,Wolves,0.0,0,0,0,45,26
Jan Bednarek,DEF,Southampton,2.0,11,1,1,40,26
André Onana,GK,Man Utd,3.5,90,1,3,50,26
Odsonne Edouard,FWD,Leicester,0.0,0,0,0,51,26
Deivid Washington de Souza Eugênio,FWD,Chelsea,0.5,0,0,0,49,26
Lewis O'Brien,MID,Nott'm Forest,0.0,0,0,0,50,26
Bukayo Saka,MID,Arsenal,0.0,0,0,0,102,26
Alex Mighten,MID,Nott'm Forest,0.0,0,0,0,45,26
Jacob Slater,DEF,Brighton,0.5,0,0,0,40,26
Vítor Manuel de Oliveira Lopes Pereira,AM,Wolves,9.5,0,0,19,8,26
Djed Spence,DEF,Spurs,6.5,90,1,8,44,26
Hamza Choudhury,MID,Leicester,0.0,0,0,0,44,26
Wesley Fofana,DEF,Chelsea,0.0,0,0,0,43,26
Kieran McKenna,AM,Ipswich,3.0,0,0,1,5,26
Lucas Digne,DEF,Aston Villa,1.1,0,0,0,46,26
Joe Aribo,MID,Southampton,3.7,90,1,2,49,26
Killian Cahill,GK,Brighton,0.5,0,0,0,39,26
Fábio Ferreira Vieira,MID,Arsenal,0.0,0,0,0,54,26
Guglielmo Vicario,GK,Spurs,3.0,90,1,3,48,26
Ruben Filipe Marques Diogo Amorim,AM,Man Utd,3.5,0,0,5,8,26
Tony Yogane,MID,Brentford,0.0,0,0,0,45,26
Ben Winterburn,MID,Bournemouth,0.5,0,0,0,45,26
Nathan Fraser,FWD,Wolves,0.0,0,0,0,45,26
Christian Walton,GK,Ipswich,0.0,0,0,0,43,26
Matthijs de Ligt,DEF,Man Utd,1.2,90,1,1,49,26
Jack Hinshelwood,MID,Brighton,4.0,82,1,10,49,26
Antoine Semenyo,MID,Bournemouth,4.7,90,1,2,57,26
Marshall Munetsi,MID,Wolves,3.0,90,1,6,50,26
Will Dennis,GK,Bournemouth,0.5,0,0,0,40,26
Omari Giraud-Hutchinson,MID,Ipswich,4.2,90,1,9,52,26
Dane Scarlett,FWD,Spurs,1.2,16,0,4,44,26
Joe Lumley,GK,Southampton,-0.5,0,0,0,40,26
Dwight McNeil,MID,Everton,0.0,0,0,0,51,26
Kim Ji-soo,DEF,Brentford,0.0,0,0,0,39,26
Franco Umeh-Chibueze,MID,Crystal Palace,0.0,0,0,0,44,26
Andy Irving,MID,West Ham,0.0,0,0,0,47,26
Karl Hein,GK,Arsenal,0.0,0,0,0,40,26
Nathaniel Clyne,DEF,Crystal Palace,0.2,0,0,0,43,26
Saša Lukić,MID,Fulham,2.0,90,1,2,48,26
Kevin De Bruyne,MID,Man City,0.5,65,1,2,93,26
Godwill Kukonki,DEF,Man Utd,0.0,0,0,0,40,26
Norberto Murara Neto,GK,Arsenal,0.5,0,0,0,41,26
Tyrell Malacia,DEF,Man Utd,0.0,0,0,0,44,26
Lucas Tolentino Coelho de Lima,MID,West Ham,0.0,0,0,0,57,26
Lewis Dunk,DEF,Brighton,0.1,0,0,0,42,26
Jayden Danns,FWD,Liverpool,0.0,0,0,0,45,26
Mason Holgate,DEF,Everton,0.0,0,0,0,40,26
Kurt Zouma,DEF,West Ham,0.0,0,0,0,44,26
Sékou Mara,FWD,Southampton,0.0,0,0,0,50,26
Joseph O'Brien-Whitmarsh,MID,Southampton,0.0,0,0,0,45,26
Antony Matheus dos Santos,MID,Man Utd,0.0,0,0,0,57,26
Dara O'Shea,DEF,Ipswich,0.8,90,1,0,40,26
Kalvin Phillips,MID,Ipswich,1.2,79,1,2,48,26
Ibrahima Konaté,DEF,Liverpool,3.7,90,1,6,52,26
Chadi Riad Dnanou,DEF,Crystal Palace,0.0,0,0,0,43,26
Freddie Ladapo,FWD,Ipswich,0.0,0,0,0,45,26
Levi Colwill,DEF,Chelsea,1.5,90,1,1,44,26
Nick Pope,GK,Newcastle,0.2,90,1,1,49,26
Jorge Luiz Frello Filho,MID,Arsenal,0.5,0,0,0,47,26
Oliwier Zych,GK,Aston Villa,-0.5,0,0,0,40,26
Luke Woolfenden,DEF,Ipswich,0.2,45,0,0,40,26
Łukasz Fabiański,GK,West Ham,-0.5,0,0,0,41,26
Idrissa Gueye,MID,Everton,2.0,90,1,1,48,26
Joe Gomez,DEF,Liverpool,0.0,0,0,0,47,26
Dominic Calvert-Lewin,FWD,Everton,0.0,0,0,0,54,26
Yerson Mosquera,DEF,Wolves,0.0,0,0,0,38,26
Sil Swinkels,DEF,Aston Villa,0.0,0,0,0,40,26
Konstantinos Tsimikas,DEF,Liverpool,0.8,16,0,1,46,26
Christian Nørgaard,MID,Brentford,3.0,45,1,6,48,26
Emiliano Martínez Romero,GK,Aston Villa,1.7,90,1,3,50,26
Luca Williams-Barnett,MID,Spurs,0.0,0,0,0,45,26
Declan Rice,MID,Arsenal,4.7,55,1,1,62,26
Dejan Kulusevski,MID,Spurs,4.2,90,1,9,63,26
Pascal Groß,MID,Brighton,0.0,0,0,0,65,26
Gabriel dos Santos Magalhães,DEF,Arsenal,4.7,90,1,2,63,26
Cody Gakpo,FWD,Liverpool,3.4,11,0,1,76,26
Salah-Eddine Oulad M'hand,MID,Arsenal,0.5,0,0,0,45,26
Mohammed Kudus,MID,West Ham,1.7,90,1,3,62,26
Benicio Baker-Boaitey,MID,Brighton,0.0,0,0,0,45,26
Vitaly Janelt,MID,Brentford,1.8,72,1,3,49,26
Adama Traoré,MID,Fulham,2.8,90,1,2,46,26
Jens Cajuste,MID,Ipswich,1.2,51,1,1,45,26
Tommy Setford,GK,Arsenal,0.5,0,0,0,45,26
Alexis Mac Allister,MID,Liverpool,3.8,90,1,3,62,26
Endo Wataru,MID,Liverpool,1.2,16,0,1,46,26
João Pedro Ferreira Silva,MID,Nott'm Forest,2.0,0,0,0,59,26
Ashley Phillips,DEF,Spurs,0.0,0,0,0,40,26
Keane Lewis-Potter,MID,Brentford,2.2,90,1,3,50,26
Mikel Arteta,AM,Arsenal,8.0,0,0,0,15,26
Ben Johnson,DEF,Ipswich,0.8,0,0,0,39,26
Michael Golding,MID,Leicester,0.0,0,0,0,44,26
João Félix Sequeira,MID,Chelsea,0.0,0,0,0,59,26
Remi Matthews,GK,Crystal Palace,0.0,0,0,0,39,26
Zach Marsh,FWD,Crystal Palace,0.0,0,0,0,45,26
Alfie Gilchrist,DEF,Chelsea,0.0,0,0,0,40,26
Nayef Aguerd,DEF,West Ham,0.0,0,0,0,44,26
Emile Smith Rowe,MID,Fulham,3.5,57,1,1,52,26
Daniel Adu-Adjei,FWD,Bournemouth,0.5,0,0,0,45,26
Enes Ünal,FWD,Bournemouth,0.0,0,0,0,54,26
Lucas Bergström,GK,Chelsea,0.5,0,0,0,39,26
Kacper Kozłowski,MID,Brighton,0.0,0,0,0,45,26
Francisco Evanilson de Lima Barbosa,FWD,Bournemouth,0.0,0,0,0,56,26
Axel Tuanzebe,DEF,Ipswich,0.0,0,0,0,39,26
Gabriel Fernando de Jesus,FWD,Arsenal,0.0,0,0,0,65,26
Iliman Ndiaye,FWD,Everton,0.0,0,0,0,55,26
Ruairi McConville,DEF,Brighton,0.0,0,0,0,40,26
David Raya Martin,GK,Arsenal,5.7,90,1,2,55,26
Callan McKenna,GK,Bournemouth,0.5,0,0,0,40,26
Enso González,MID,Wolves,0.0,0,0,0,44,26
Archie Gray,MID,Spurs,2.0,90,1,2,46,26
Eiran Cashin,DEF,Brighton,0.5,0,0,0,45,26
Christopher Nkunku,MID,Chelsea,1.7,75,1,1,57,26
Manuel Akanji,DEF,Man City,0.0,0,0,0,53,26
Nico González,MID,Man City,2.0,77,1,2,60,26
Kaelan Casey,DEF,West Ham,-0.5,0,0,0,40,26
Ryan Gravenberch,MID,Liverpool,2.8,90,1,3,50,26
Joe Willock,MID,Newcastle,2.0,69,1,5,47,26
Mark Flekken,GK,Brentford,5.0,90,1,7,44,26
Lewis Cook,MID,Bournemouth,2.3,90,1,2,50,26
Alex Iwobi,MID,Fulham,2.0,79,1,2,57,26
Ethan Nwaneri,MID,Arsenal,5.0,80,1,2,46,26
Ross Stewart,FWD,Southampton,0.0,0,0,0,44,26
Matt Doherty,DEF,Wolves,2.7,90,1,5,43,26
Alejo Véliz,FWD,Spurs,0.0,0,0,0,50,26
Ilkay Gündogan,MID,Man City,1.7,13,0,1,63,26
Isaac Hayden,MID,Newcastle,0.0,0,0,0,44,26
Wilson Odobert,MID,Spurs,0.5,16,0,1,53,26
Donyell Malen,MID,Aston Villa,0.7,12,0,1,55,26
Conor Bradley,DEF,Liverpool,0.3,0,0,0,47,26
Tom Cairney,MID,Fulham,0.5,21,0,1,48,26
Jarell Quansah,DEF,Liverpool,1.0,1,0,1,39,26
Tyler Fredricson,DEF,Man Utd,0.0,0,0,0,40,26
Jacob Ramsey,MID,Aston Villa,2.3,45,1,1,54,26
Emiliano Buendía Stati,MID,Aston Villa,0.0,0,0,0,51,26
James McAtee,MID,Man City,1.5,24,0,1,46,26
Andrew Robertson,DEF,Liverpool,3.7,73,1,6,59,26
Luke Harris,MID,Fulham,0.0,0,0,0,45,26
Youri Tielemans,MID,Aston Villa,2.9,90,1,2,55,26
João Neves Virgínia,GK,Everton,0.0,0,0,0,39,26
Oleksandr Zinchenko,DEF,Arsenal,0.7,34,0,1,48,26
Francisco Jorge Tomás Oliveira,MID,Wolves,0.0,0,0,0,45,26
Ederson Santana de Moraes,GK,Man City,4.5,90,1,1,53,26
Andrew Omobamidele,DEF,Nott'm Forest,0.0,0,0,0,42,26
Norberto Bercique Gomes Betuncal,FWD,Everton,7.4,90,1,6,49,26
Diogo Dalot Teixeira,DEF,Man Utd,2.8,90,1,1,50,26
Pape Matar Sarr,MID,Spurs,2.0,0,0,0,48,26
Willian Borges da Silva,MID,Fulham,1.0,10,0,1,50,26
Wes Okoduwa,DEF,Wolves,-0.5,0,0,0,40,26
Danny Welbeck,FWD,Brighton,3.3,0,0,0,55,26
Maeson King,DEF,Spurs,0.0,0,0,0,40,26
Yankuba Minteh,MID,Brighton,6.3,90,1,6,50,26
Nathan Aké,DEF,Man City,-0.3,76,1,1,53,26
Lewis Orford,MID,West Ham,-0.3,0,0,0,45,26
Bernd Leno,GK,Fulham,2.0,90,1,2,50,26
Jamaal Lascelles,DEF,Newcastle,0.0,0,0,0,45,26
Axel Disasi,DEF,Aston Villa,0.0,0,0,0,42,26
Ismeal Kabia,MID,Arsenal,0.5,0,0,0,45,26
Kevin Schade,MID,Brentford,6.2,86,1,3,51,26
Victor Kristiansen,DEF,Leicester,0.8,90,1,0,44,26
Damola Ajayi,MID,Spurs,0.0,0,0,0,45,26
Kyle Walker-Peters,DEF,Southampton,0.5,90,1,0,43,26
Daniel Bentley,GK,Wolves,-0.5,0,0,0,39,26
Ivan Toney,FWD,Brentford,0.0,0,0,0,73,26
Carlos Soler,MID,West Ham,1.0,2,0,1,50,26
Antonee Robinson,DEF,Fulham,2.2,90,1,1,51,26
Romain Faivre,MID,Bournemouth,0.0,0,0,0,50,26
James Ward-Prowse,MID,West Ham,0.3,90,1,2,61,26
Patson Daka,FWD,Leicester,0.8,0,0,0,48,26
Illia Zabarnyi,DEF,Bournemouth,2.0,30,1,-2,44,26
Gavin Bazunu,GK,Southampton,0.0,0,0,0,43,26
Ruud van Nistelrooij,AM,Leicester,2.0,0,0,0,5,26
Sven Botman,DEF,Newcastle,0.0,0,0,0,44,26
Hugo Bueno López,DEF,Wolves,0.0,0,0,0,45,26
Diego Gómez,MID,Brighton,1.3,23,0,1,55,26
Danny Ward,GK,Leicester,0.0,0,0,0,39,26
