player_name,status,chance_of_playing_next_round,chance_of_playing_this_round,now_cost,event_points,ep_next,ep_this,gw
Dominic Sadi,a,,,4.5,0,0.5,-0.5,37
Callan McKenna,a,,,4.0,0,0.5,-0.5,37
Zain Silcott-Duberry,a,,,4.5,0,0.5,-0.5,37
Andoni Iraola,a,,,1.1,1,6.3,5.3,37
Gavin Bazunu,u,0.0,0.0,4.3,0,0.0,0.0,38
Emile Smith Rowe,a,100.0,100.0,5.1,5,3.5,3.5,36
Joachim Andersen,a,100.0,100.0,4.2,1,1.5,1.5,36
Craig Dawson,a,100.0,100.0,4.2,0,0.0,0.0,36
Matt Doherty,a,100.0,100.0,4.3,1,2.5,2.5,36
Tommy Doyle,a,,,4.7,0,0.0,0.0,36
Fábio Silva,u,0.0,0.0,5.0,0,0.0,0.0,36
Nathan Fraser,u,0.0,0.0,4.5,0,0.0,0.0,36
Enso González,i,0.0,0.0,4.4,0,0.0,0.0,36
Gonçalo Manuel Ganchinho Guedes,a,100.0,100.0,5.3,1,0.8,0.8,36
Hugo Bueno López,u,0.0,0.0,4.5,0,0.0,0.0,36
Hwang Hee-chan,d,75.0,75.0,6.1,0,0.2,0.2,36
Joe Hodge,u,0.0,0.0,4.5,0,0.0,0.0,36
Ki-Jana Hoever,u,0.0,0.0,4.0,0,0.0,0.0,36
Nayef Aguerd,u,0.0,0.0,4.4,0,0.0,0.0,37
Mateus Gonçalo Espanha Fernandes,a,100.0,100.0,5.0,6,0.5,1.5,38
Will Lankshear,u,0.0,0.0,4.5,0,0.0,0.0,38
Mikey Moore,a,100.0,100.0,4.5,0,1.2,1.2,38
Wilson Odobert,a,100.0,100.0,5.3,1,3.8,3.8,38
Callum Olusesi,a,,,4.5,0,0.0,0.0,38
Trevoh Chalobah,a,100.0,100.0,4.4,0,2.5,3.0,37
Carney Chukwuemeka,u,0.0,0.0,4.7,0,0.0,0.0,37
Levi Colwill,a,100.0,100.0,4.4,6,3.0,3.5,37
Marc Cucurella Saseta,a,100.0,100.0,5.4,15,5.5,6.0,37
André Trindade da Costa Neto,a,100.0,100.0,5.0,1,2.0,2.0,37
Nasser Djiga,a,,,4.5,0,0.0,0.0,37
Marshall Munetsi,a,100.0,100.0,5.0,1,2.0,2.0,37
Mateus Mané,a,,,4.5,0,0.2,0.2,37
Ben Winterburn,a,,,4.5,0,-0.5,0.0,36
Archie Harris,a,,,4.0,0,-0.5,0.0,36
Remy Rees-Dottin,a,,,4.5,0,-0.5,0.0,36
Matai Akinmboni,a,,,4.0,0,-0.5,0.0,36
Jaden Philogene,i,0.0,0.0,5.3,0,0.0,0.0,35
Conor Townsend,i,0.0,50.0,3.9,0,0.0,-0.1,35
Sam Szmodics,i,0.0,0.0,5.7,0,0.0,0.0,35
Jens Cajuste,a,100.0,100.0,4.5,1,0.7,0.7,35
Julio Soler,a,100.0,100.0,3.9,0,-0.5,0.0,36
Tomáš Souček,a,100.0,100.0,4.8,2,5.5,4.3,38
James Ward-Prowse,a,100.0,100.0,6.1,9,2.0,4.0,38
Kurt Zouma,u,0.0,0.0,4.4,0,0.0,0.0,38
Andy Irving,a,,,4.7,0,0.5,0.5,38
Emiliano Martínez Romero,a,100.0,100.0,5.0,6,7.7,7.7,37
John McGinn,a,100.0,100.0,5.2,3,3.3,3.3,37
Tyrone Mings,a,100.0,100.0,4.4,0,2.0,2.0,37
Kosta Nedeljković,u,0.0,0.0,3.9,0,0.0,0.0,37
Crysencio Summerville,i,0.0,0.0,5.5,0,0.0,0.0,38
Konstantinos Mavropanos,a,100.0,100.0,4.3,2,1.0,1.5,38
Saša Kalajdžić,i,0.0,0.0,4.8,0,0.0,0.0,38
Harry Souttar,u,0.0,0.0,4.0,0,0.0,0.0,34
Jakub Stolarczyk,a,100.0,100.0,4.0,0,0.0,-0.5,34
Luke Thomas,a,,,3.9,1,1.0,0.5,34
Jamie Vardy,a,100.0,100.0,5.3,0,1.2,0.7,34
Jannik Vestergaard,a,100.0,100.0,3.9,0,0.0,-0.5,34
Bastien Meupiyou,a,100.0,100.0,3.9,0,0.5,0.0,33
Maldini Kacurri,u,0.0,0.0,4.0,0,0.0,0.0,35
João Victor Gomes da Silva,a,100.0,100.0,4.9,3,2.7,2.2,33
José Malheiro de Sá,d,75.0,100.0,4.4,0,1.9,2.0,33
Saša Kalajdžić,i,0.0,0.0,4.8,0,0.0,0.0,33
Tom King,a,,,4.0,0,0.5,0.0,33
Josh Nichols,a,,,4.0,0,0.0,1.0,35
Nathan Butler-Oyedeji,a,,,4.5,0,0.2,1.2,35
Mikel Arteta,a,,,1.5,1,5.5,6.5,35
Jimi Gower,a,,,4.5,0,0.0,1.0,35
Jack Henry-Francis,a,,,4.5,0,0.0,1.0,35
Brayden Clarke,a,,,4.0,0,1.4,2.4,35
Leon Bailey,a,100.0,100.0,6.2,0,0.0,0.0,35
Ross Barkley,a,100.0,100.0,5.2,1,0.5,0.5,35
Andrew Moran,u,0.0,0.0,5.0,0,0.0,0.0,36
Mads Roerslev Rasmussen,u,0.0,0.0,4.3,0,0.0,0.0,37
Kevin Schade,a,100.0,100.0,5.3,2,8.8,8.8,37
Igor Thiago Nascimento Rodrigues,a,100.0,100.0,5.9,1,0.8,0.8,37
Ivan Toney,u,0.0,0.0,7.3,0,0.0,0.0,37
Hákon Valdimarsson,a,,,3.9,0,0.0,0.0,37
Mason Holgate,u,0.0,0.0,4.0,0,0.0,0.0,37
Kasey McAteer,a,100.0,100.0,4.7,2,2.5,3.0,38
Wilfred Ndidi,a,100.0,100.0,4.9,0,2.5,2.3,38
Pablo Sarabia,a,100.0,100.0,5.0,0,1.2,1.0,38
Jørgen Strand Larsen,a,100.0,50.0,5.2,4,2.2,2.0,38
Toti António Gomes,a,100.0,100.0,4.3,2,1.8,1.0,38
Tim Iroegbunam,a,100.0,100.0,4.3,0,0.0,1.0,37
João Neves Virgínia,a,,,3.8,0,-0.5,0.5,37
Michael Keane,a,100.0,100.0,3.8,1,2.0,3.0,37
Jaidon Anthony,u,0.0,0.0,4.5,0,0.0,0.0,35
Michail Antonio,i,0.0,0.0,5.2,0,0.0,0.0,35
Alphonse Areola,a,100.0,100.0,4.2,2,2.5,2.5,35
Jarrod Bowen,a,100.0,100.0,7.7,9,7.5,7.5,35
Vladimír Coufal,a,100.0,100.0,4.1,1,0.5,0.5,35
Malo Gusto,a,100.0,100.0,4.9,1,0.8,0.3,36
Reece James,a,100.0,100.0,4.8,1,1.0,0.5,36
Omari Kellyman,i,0.0,0.0,4.3,0,0.0,0.0,36
Mathias Jorgensen,u,0.0,0.0,4.5,0,0.0,0.0,37
Fábio Freitas Gouveia Carvalho,i,0.0,0.0,4.5,0,0.0,0.0,37
Sepp van den Berg,a,100.0,100.0,4.1,0,3.2,3.2,37
Ryan Trevitt,u,0.0,0.0,4.4,0,0.0,0.0,37
Fábio Ferreira Vieira,u,0.0,0.0,5.4,0,0.0,0.0,38
Gabriel Fernando de Jesus,i,0.0,0.0,6.5,0,0.0,0.0,38
Gabriel dos Santos Magalhães,i,0.0,0.0,6.1,0,0.0,0.0,38
Kai Havertz,a,100.0,100.0,7.7,1,1.5,1.7,38
Karl Hein,u,0.0,0.0,4.0,0,0.0,0.0,38
Jurriën Timber,i,0.0,0.0,5.5,0,0.0,0.0,38
Jorge Luiz Frello Filho,a,100.0,100.0,4.6,0,1.8,1.7,38
Jean-Ricner Bellegarde,a,100.0,100.0,4.9,2,1.0,0.5,35
Daniel Bentley,a,,,3.9,0,1.8,1.3,35
Francisco Jorge Tomás Oliveira,u,0.0,0.0,4.5,0,0.0,0.0,35
Tawanda Chirewa,u,0.0,0.0,4.5,0,0.0,0.0,35
Leon Chiwome,i,0.0,0.0,4.4,0,0.0,0.0,35
Luke Cundle,u,0.0,0.0,4.5,0,0.0,0.0,35
Craig Dawson,a,100.0,100.0,4.2,0,0.0,-0.5,35
Matt Doherty,a,100.0,100.0,4.3,2,2.5,2.0,35
Tommy Doyle,a,,,4.7,0,0.0,-0.5,35
Fábio Silva,u,0.0,0.0,5.0,0,0.0,0.0,35
Nathan Fraser,u,0.0,0.0,4.5,0,0.0,0.0,35
Nathaniel Clyne,a,,,4.3,0,0.0,0.0,36
Malcolm Ebiowei,u,0.0,0.0,4.5,0,0.0,0.0,36
Eberechi Eze,a,100.0,100.0,7.0,16,7.0,7.0,36
Marc Guéhi,a,100.0,100.0,4.7,7,2.8,2.8,36
Valentín Barco,u,0.0,0.0,4.0,0,0.0,0.0,37
Shumaira Mheuka,a,,,4.5,0,0.0,-0.5,36
Ishé Samuels-Smith,a,,,4.0,0,0.0,-0.5,36
Genesis Antwi,a,,,4.0,0,0.0,-0.5,36
Amario Cozier-Duberry,u,0.0,0.0,4.5,0,0.0,0.0,37
Mahmoud Dahoud,u,0.0,0.0,4.9,0,0.0,0.0,37
Jakub Kiwior,a,,,4.9,2,4.5,4.3,38
Gabriel Martinelli Silva,a,100.0,100.0,6.5,2,5.5,5.0,38
Jack Hinshelwood,a,100.0,100.0,4.9,6,3.5,2.5,37
Ibrahim Osman,u,0.0,0.0,5.0,0,0.0,0.0,37
Igor Julio dos Santos de Paulo,a,100.0,100.0,4.3,0,0.0,-1.0,37
Ethan Nwaneri,a,100.0,100.0,4.3,2,1.8,2.3,38
Martin Ødegaard,a,100.0,100.0,8.2,7,7.8,8.0,38
David Raya Martin,a,100.0,100.0,5.6,2,4.8,4.5,38
Declan Rice,a,100.0,100.0,6.3,2,8.2,7.0,38
Bukayo Saka,a,100.0,100.0,10.4,1,3.8,3.5,38
Samuel Rak-Sakyi,a,,,4.5,0,-0.5,0.0,37
Robin Olsen,a,100.0,100.0,4.5,1,0.0,0.2,38
Pau Torres,a,100.0,100.0,4.2,0,4.7,3.5,38
Benjamin Fredrick,a,,,4.0,0,0.5,0.0,35
Harry Clarke,u,0.0,0.0,4.0,0,0.0,0.0,36
Chris Richards,a,100.0,100.0,4.4,1,2.0,3.0,37
Chadi Riad Dnanou,i,0.0,0.0,4.3,0,0.0,0.0,37
Nathaniel Clyne,d,75.0,,4.3,0,-0.8,0.0,37
Malcolm Ebiowei,u,0.0,0.0,4.5,0,0.0,0.0,37
Remi Matthews,a,,,3.9,0,-1.0,0.0,37
Lewis Cook,s,0.0,0.0,5.0,0,0.0,0.0,38
Enes Ünal,i,0.0,0.0,5.4,0,0.0,0.0,38
Romain Faivre,u,0.0,0.0,5.0,0,0.0,0.0,38
Hamed Traorè,u,0.0,0.0,4.5,0,0.0,0.0,38
James Hill,a,100.0,75.0,3.9,0,0.4,0.4,38
Daniel Jebbison,a,100.0,100.0,4.5,1,2.7,2.7,38
Milos Kerkez,a,100.0,100.0,5.3,6,2.3,3.3,38
Justin Kluivert,a,100.0,100.0,5.9,3,2.0,2.3,38
Chris Mepham,u,0.0,0.0,4.4,0,0.0,0.0,38
Dango Ouattara,i,0.0,0.0,4.5,0,0.0,0.0,38
Bart Verbruggen,a,100.0,100.0,4.6,3,1.8,1.3,35
Adam Webster,a,100.0,75.0,4.3,0,0.0,-0.4,35
Neal Maupay,u,0.0,0.0,4.9,0,0.0,0.0,37
Danny Welbeck,a,100.0,100.0,5.5,1,2.5,2.0,35
Brajan Gruda,a,100.0,100.0,5.4,1,2.2,1.7,35
Eberechi Eze,a,100.0,100.0,6.9,10,5.2,4.7,35
Marc Guéhi,a,100.0,100.0,4.7,2,1.4,0.9,35
Carlos Roberto Forbs Borges,a,100.0,100.0,5.4,1,-0.3,0.7,34
Alfie Pond,a,,,3.9,0,-0.5,0.5,34
Tom Edozie,a,,,4.5,0,-0.5,0.5,34
Wes Okoduwa,a,,,4.0,0,-0.5,0.5,34
Emmanuel Agbadou,a,100.0,100.0,4.0,6,3.5,4.5,34
Vítor Manuel de Oliveira Lopes Pereira,a,,,0.8,11,9.0,10.0,34
Nasser Djiga,a,,,4.5,0,0.0,1.0,34
Marshall Munetsi,a,100.0,100.0,5.0,3,2.7,3.7,34
Mateus Mané,a,,,4.5,0,-0.5,0.5,34
Wout Faes,a,100.0,100.0,3.8,1,2.5,1.5,36
Michael Golding,a,,,4.4,0,0.2,-0.8,36
Mads Hermansen,i,0.0,0.0,4.4,0,0.0,0.0,36
Daniel Iversen,a,,,3.9,0,0.0,-1.0,36
James Justin,a,100.0,100.0,4.1,0,2.0,1.0,36
Victor Kristiansen,a,100.0,100.0,4.4,1,0.2,-0.8,36
Philip Billing,u,0.0,0.0,4.8,0,0.0,0.0,38
Alex Scott,a,100.0,75.0,4.7,1,1.1,0.8,38
Vítezslav Jaros,a,,,4.0,0,1.0,0.0,36
Bernd Leno,a,,,5.0,6,2.5,3.0,37
Saša Lukić,a,100.0,75.0,4.8,2,0.7,0.9,37
Kevin Mbabu,u,0.0,0.0,4.0,0,0.0,0.0,37
Rodrigo Muniz Carvalho,i,0.0,0.0,5.5,0,0.0,0.0,37
Phil Foden,a,100.0,100.0,9.1,0,1.8,1.8,37
Jack Grealish,a,100.0,100.0,6.4,1,0.8,0.8,37
Joško Gvardiol,a,100.0,100.0,6.5,2,5.8,5.8,37
Erling Haaland,a,100.0,100.0,14.9,2,1.8,1.8,37
Odeluga Offiah,u,0.0,0.0,4.0,0,0.0,0.0,38
David Datro Fofana,u,0.0,0.0,5.4,0,0.0,0.0,37
Deivid Washington de Souza Eugênio,u,0.0,0.0,4.9,0,0.0,0.0,37
Conor Gallagher,u,0.0,0.0,5.9,0,0.0,0.0,37
Cameron Peupion,u,0.0,0.0,4.4,0,0.0,0.0,38
Brajan Gruda,a,100.0,100.0,5.4,2,5.0,3.8,38
Caleb Wiley,u,0.0,0.0,4.0,0,0.0,0.0,38
Harvey Davies,a,,,4.0,0,0.0,1.0,35
Kamaldeen Sulemana,a,100.0,100.0,5.0,3,1.0,0.5,36
Daniel Muñoz,a,100.0,100.0,5.2,2,3.3,2.8,38
David Ozoh,u,0.0,0.0,4.5,0,0.0,0.0,38
Nathan Aké,a,100.0,50.0,5.3,0,0.5,0.2,37
Bernardo Veiga de Carvalho e Silva,a,100.0,100.0,6.1,11,6.2,6.2,37
Oscar Bobb,a,100.0,50.0,4.7,1,0.8,0.4,37
Scott Carson,a,,,3.9,0,0.5,0.5,37
Kevin De Bruyne,a,100.0,100.0,9.5,3,6.2,6.2,37
Julián Álvarez,u,0.0,0.0,7.0,0,0.0,0.0,37
Jesurun Rak-Sakyi,u,0.0,0.0,4.5,0,0.0,0.0,38
Jeffrey Schlupp,u,0.0,0.0,4.6,0,0.0,0.0,38
Min-Hyeok Yang,u,0.0,0.0,4.5,0,0.0,0.0,36
Ruben Filipe Marques Diogo Amorim,a,,,0.8,0,3.0,3.0,37
Tyler Fredricson,a,,,4.0,0,0.0,0.0,37
Jack Moorhouse,a,,,4.5,0,0.0,0.0,37
Sékou Koné,a,,,4.5,0,0.0,0.0,37
Hubert Graczyk,a,,,4.0,0,0.0,0.0,37
Simon Rusk,a,100.0,100.0,0.5,0,1.3,2.3,37
Jay Robinson,a,,,4.4,1,-1.0,0.0,37
Dominic Solanke-Mitchell,a,100.0,100.0,7.3,1,1.8,1.8,37
Ashley Phillips,u,0.0,0.0,4.0,0,0.0,0.0,37
James Tarkowski,i,0.0,0.0,4.7,0,0.0,0.0,38
Youssef Ramalho Chermiti,a,100.0,100.0,4.9,0,0.0,-0.3,38
Jack Fletcher,a,,,4.5,0,0.0,0.0,37
Harry Amass,a,,,4.0,0,0.2,0.2,37
Jayce Fitzgerald,a,,,4.5,0,0.0,0.0,37
Ashley Young,a,100.0,100.0,4.2,5,2.3,3.3,38
Carlos Alcaraz Durán,a,100.0,100.0,4.7,10,2.3,4.5,38
Jesper Lindstrøm,i,0.0,0.0,5.0,0,0.0,0.0,38
Timothy Castagne,i,0.0,0.0,4.2,0,0.0,0.0,36
Adama Traoré,a,100.0,100.0,4.5,1,1.8,1.8,36
Issa Diop,a,,,4.3,0,0.0,0.0,36
Luke Harris,u,0.0,0.0,4.5,0,0.0,0.0,36
Alex Iwobi,a,,,5.5,2,4.2,4.2,36
Martial Godo,a,,,4.4,1,0.2,0.2,36
Dermot Mee,a,,,4.0,0,0.0,0.0,37
Alex Murphy,u,0.0,0.0,4.0,0,0.0,0.0,37
Miguel Almirón Rejala,u,0.0,0.0,5.4,0,0.0,0.0,37
Andreas Hoelgebaum Pereira,a,100.0,100.0,4.9,2,1.2,1.2,36
Calvin Bassey,a,100.0,100.0,4.5,1,1.0,1.0,36
Cristian Romero,i,0.0,100.0,4.9,0,0.0,0.0,37
Pape Matar Sarr,a,100.0,100.0,4.7,1,1.5,1.5,37
Manor Solomon,u,0.0,0.0,5.4,0,0.0,0.0,37
Lewis O'Brien,u,0.0,0.0,5.0,0,0.0,0.0,35
Karl Hein,u,0.0,0.0,4.0,0,0.0,0.0,36
Sven Botman,a,100.0,50.0,4.4,2,1.7,0.3,37
Joelinton Cássio Apolinário de Lira,i,0.0,0.0,6.0,0,0.0,0.0,37
Lloyd Kelly,u,0.0,0.0,4.2,0,0.0,0.0,37
Emil Krafth,a,100.0,100.0,4.3,0,0.7,-0.3,37
Samuel Edozie,u,0.0,0.0,4.9,0,0.0,0.0,37
Ronnie Edwards,u,0.0,0.0,3.9,0,0.0,0.0,37
Taylor Harwood-Bellis,i,0.0,100.0,3.9,1,0.0,1.5,37
Kamaldeen Sulemana,a,100.0,100.0,5.0,1,-0.3,0.7,37
Kenny Tete,a,100.0,100.0,4.4,1,0.5,0.3,38
Brayden Clarke,a,,,4.0,0,0.5,0.0,36
Carlos Vinícius Alves Morais,a,100.0,100.0,5.0,0,-0.3,-0.5,38
Harry Wilson,a,100.0,100.0,5.2,2,2.5,2.5,38
Jamal Lewis,u,0.0,0.0,4.0,0,0.0,0.0,37
Tino Livramento,a,100.0,100.0,4.6,2,4.7,3.7,37
Vladimír Coufal,a,100.0,100.0,4.1,0,2.3,1.3,37
Aaron Cresswell,a,100.0,100.0,3.9,1,2.5,1.5,37
George Earthy,u,0.0,0.0,4.5,0,0.0,0.0,37
Emerson Palmieri dos Santos,a,100.0,100.0,4.4,0,1.7,0.7,37
Alfie Dorrington,u,0.0,0.0,4.0,0,0.0,0.0,35
Will Dennis,a,,,3.9,0,-0.5,0.0,36
Chris Wood,a,100.0,100.0,7.2,2,4.0,4.0,37
Joe Worrall,u,0.0,0.0,4.5,0,0.0,0.0,37
Ryan Yates,a,100.0,100.0,4.8,1,1.5,1.5,37
Nikola Milenković,a,,,5.2,8,3.5,3.5,37
Ramón Sosa,a,,,5.5,0,1.0,1.0,37
Kalvin Phillips,i,0.0,0.0,4.8,0,0.0,0.0,38
Arijanet Muric,i,0.0,0.0,4.4,0,0.0,0.0,38
Jaden Philogene,i,0.0,0.0,5.3,0,0.0,0.0,38
Conor Townsend,d,25.0,25.0,3.9,0,-0.1,-0.1,38
Sam Szmodics,a,100.0,75.0,5.7,1,-0.4,-0.2,38
Jens Cajuste,a,100.0,100.0,4.5,5,0.5,1.7,38
Dara O'Shea,a,100.0,100.0,3.8,1,0.7,0.7,38
Jack Clarke,a,,,5.4,1,0.7,0.7,38
Chiedozie Ogbene,i,0.0,0.0,4.8,0,0.0,0.0,38
Ben Godfrey,a,,,4.0,0,-0.5,-0.5,38
Luis Guilherme Lira dos Santos,a,,,4.6,1,0.7,-0.3,37
Tyler Morton,a,100.0,100.0,4.4,0,1.0,1.0,38
Nathaniel Phillips,u,0.0,0.0,4.0,0,0.0,0.0,38
Hamed Traorè,u,0.0,0.0,4.5,0,0.0,0.0,37
Erling Haaland,a,100.0,100.0,14.9,6,1.8,3.0,38
Julián Álvarez,u,0.0,0.0,7.0,0,0.0,0.0,38
João Cavaco Cancelo,u,0.0,0.0,5.3,0,0.0,0.0,38
Mateo Kovačić,a,100.0,0.0,5.4,0,0.0,0.0,38
Ben Chilwell,d,75.0,100.0,4.6,7,1.3,2.7,37
Naouirou Ahamada,u,0.0,0.0,4.5,0,0.0,0.0,37
Rico Lewis,a,100.0,100.0,4.3,0,2.8,2.3,38
Matheus Luiz Nunes,a,100.0,100.0,4.9,6,3.2,4.0,38
Stefan Ortega Moreno,a,,,5.2,0,0.5,0.5,38
Rodrigo 'Rodri' Hernandez,a,100.0,100.0,6.2,0,0.8,0.7,38
Rúben Gato Alves Dias,a,100.0,100.0,5.5,7,6.5,6.7,38
Cheick Doucouré,i,0.0,0.0,4.8,0,0.0,0.0,37
Eberechi Eze,a,100.0,100.0,7.0,6,9.7,10.7,37
Marc Guéhi,i,0.0,100.0,4.7,0,0.0,3.0,37
Dean Henderson,a,100.0,100.0,4.6,1,2.3,3.3,37
Jean-Philippe Mateta,a,100.0,100.0,7.5,1,0.3,1.3,37
Matheus França de Oliveira,a,100.0,100.0,4.4,1,-0.7,0.3,37
Thomas Frank,a,,,0.8,9,12.2,12.7,36
Michael Kayode,a,100.0,100.0,4.5,5,4.2,4.7,36
Julian Eyestone,a,,,4.0,0,0.0,0.5,36
Carl Rushworth,a,100.0,100.0,3.9,0,0.0,-0.5,35
Georginio Rutter,i,0.0,0.0,5.0,0,0.0,0.0,35
Ferdi Kadioglu,i,0.0,0.0,4.4,0,0.0,0.0,35
Dean Henderson,a,100.0,100.0,4.6,3,3.0,2.5,35
Rob Holding,u,0.0,0.0,4.2,0,0.0,0.0,35
Will Hughes,a,100.0,100.0,4.9,1,1.2,0.7,35
José Malheiro de Sá,a,100.0,100.0,4.4,12,3.3,4.3,34
Saša Kalajdžić,i,0.0,0.0,4.8,0,0.0,0.0,34
Tom King,a,,,4.0,0,-0.5,0.5,34
Mario Lemina,u,0.0,0.0,4.8,0,0.0,0.0,34
Yerson Mosquera,i,0.0,0.0,3.8,0,0.0,0.0,34
Nélson Cabral Semedo,a,100.0,100.0,4.5,6,3.3,4.3,34
Pedro Cardoso de Lima,a,100.0,75.0,3.9,0,-0.5,0.4,34
Daniel Castelo Podence,u,0.0,0.0,5.5,0,0.0,0.0,34
Rodrigo Martins Gomes,a,100.0,100.0,5.1,6,1.7,2.7,34
Santiago Bueno,a,100.0,100.0,4.3,1,1.5,2.5,34
Pablo Sarabia,a,100.0,100.0,5.0,1,4.3,5.3,34
Jørgen Strand Larsen,a,100.0,100.0,5.4,6,4.5,5.5,34
Iwan Morgan,a,,,4.5,0,0.0,0.5,36
Oliver Skipp,a,,,4.7,2,-0.2,0.8,35
Abdul Fatawu,i,0.0,0.0,5.1,0,0.0,0.0,35
Will Alves,u,0.0,0.0,4.4,0,0.0,0.0,35
Ben Nelson,u,0.0,0.0,4.0,0,0.0,0.0,35
Bilal El Khannouss,a,,,4.8,6,2.8,3.8,35
Henry Cartwright,a,,,4.5,0,-1.0,0.0,35
Malang Sarr,u,0.0,0.0,4.5,0,0.0,0.0,37
Noni Madueke,a,100.0,100.0,6.0,3,1.7,2.2,37
Marc Guiu Paz,a,100.0,25.0,4.7,0,-0.5,0.0,37
Mykhailo Mudryk,s,0.0,0.0,6.1,0,0.0,0.0,37
Benjamin Fredrick,a,,,4.0,0,0.0,0.5,36
Nicolas Jackson,s,0.0,0.0,7.7,0,0.0,0.0,37
Joel Ward,a,100.0,100.0,4.3,0,-1.0,0.0,37
Adam Wharton,i,0.0,100.0,4.7,0,0.0,1.0,37
Matt Turner,a,100.0,100.0,3.9,0,-1.0,0.0,37
Ismaïla Sarr,a,100.0,100.0,5.5,5,3.3,4.3,37
Franco Umeh-Chibueze,a,100.0,100.0,4.4,0,-1.0,0.0,37
Oliver Glasner,a,,,0.8,10,8.7,9.7,37
Armando Broja,a,100.0,100.0,5.3,0,-0.5,0.5,37
Abdoulaye Doucouré,a,100.0,100.0,5.1,3,2.0,3.0,37
Dwight McNeil,a,100.0,100.0,5.1,6,4.7,5.7,37
Destiny Udogie,a,100.0,100.0,4.8,0,-0.5,0.0,38
Micky van de Ven,a,100.0,100.0,4.5,1,0.0,0.2,38
Alejo Véliz,u,0.0,0.0,5.0,0,0.0,0.0,38
Guglielmo Vicario,a,100.0,100.0,4.8,1,0.5,0.8,38
Timo Werner,d,25.0,25.0,6.2,0,0.0,0.0,38
Alfie Whiteman,a,,,3.9,0,0.0,0.0,38
Malachi Hardy,a,,,4.0,0,0.0,0.0,38
Luca Williams-Barnett,u,0.0,0.0,4.5,0,0.0,0.0,38
Asher Agbinone,u,0.0,0.0,4.5,0,0.0,0.0,37
Norberto Bercique Gomes Betuncal,a,,,4.8,2,4.0,5.0,37
Kobbie Mainoo,a,100.0,100.0,5.2,2,1.5,1.5,35
Tyrell Malacia,u,0.0,0.0,4.4,0,0.0,0.0,35
Lisandro Martínez,i,0.0,0.0,4.3,0,0.0,0.0,35
Scott McTominay,u,0.0,0.0,4.9,0,0.0,0.0,35
Mason Mount,a,100.0,100.0,6.3,6,2.2,2.2,35
Luke Shaw,a,100.0,100.0,4.9,-2,0.0,0.0,35
Jarrad Branthwaite,i,0.0,100.0,4.9,6,0.0,3.3,37
Dominic Calvert-Lewin,a,100.0,100.0,5.4,1,0.3,1.3,37
Carl Rushworth,a,100.0,100.0,3.9,0,-1.0,0.0,36
Séamus Coleman,i,0.0,100.0,4.3,1,0.0,1.0,37
Idrissa Gueye,a,100.0,100.0,4.8,3,1.7,2.7,37
Roman Dixon,a,,,3.9,0,-0.5,0.5,37
Orel Mangala,i,0.0,0.0,5.0,0,0.0,0.0,37
Callum Bates,a,,,4.5,0,-0.5,0.5,37
Martin Sherif,a,,,4.5,0,-0.5,0.5,37
Caleb Okoli,a,100.0,100.0,4.0,0,-0.3,-0.3,38
Ricardo Barbosa Pereira,a,100.0,100.0,4.1,0,0.0,-0.3,38
Harry Souttar,u,0.0,0.0,4.0,0,0.0,0.0,38
Jakub Stolarczyk,a,100.0,100.0,4.0,2,2.7,3.3,38
Luke Thomas,a,,,3.9,5,2.7,3.7,38
Jamie Vardy,a,100.0,0.0,5.4,0,0.0,0.0,38
Jannik Vestergaard,a,100.0,100.0,3.9,0,-0.5,-0.5,38
Danny Ward,a,,,3.9,0,-0.5,-0.5,38
Oliver Skipp,a,,,4.7,3,0.5,1.3,38
Adam Armstrong,u,0.0,0.0,5.1,0,0.0,0.0,35
Jan Bednarek,a,100.0,100.0,4.0,1,0.0,1.0,35
Armel Bella-Kotchap,a,,,3.9,0,-1.0,0.0,35
James Bree,a,100.0,100.0,3.9,0,-0.8,0.2,35
Shea Charles,u,0.0,0.0,4.5,0,0.0,0.0,35
Samuel Edozie,u,0.0,0.0,4.9,0,0.0,0.0,35
Oliver Skipp,a,,,4.7,1,0.5,1.0,37
Nathan Wood-Gordon,a,100.0,100.0,4.0,0,-1.0,0.0,35
Maxwel Cornet,u,0.0,0.0,4.7,0,0.0,0.0,35
Flynn Downes,a,100.0,100.0,4.7,2,0.5,1.5,35
Ben Brereton Díaz,u,0.0,0.0,4.8,0,0.0,0.0,35
Tyler Dibling,a,100.0,100.0,4.3,1,0.0,1.0,35
Mateus Gonçalo Espanha Fernandes,a,100.0,100.0,5.0,1,0.5,1.5,35
Abdul Fatawu,i,0.0,0.0,5.1,0,0.0,0.0,37
Will Alves,u,0.0,0.0,4.4,0,0.0,0.0,37
Ben Nelson,u,0.0,0.0,4.0,0,0.0,0.0,37
Aaron Anselmino,i,0.0,0.0,4.0,0,0.0,0.0,36
Bilal El Khannouss,a,,,4.8,3,3.5,4.0,37
Rhys Williams,u,0.0,0.0,4.0,0,0.0,0.0,37
Andrew Robertson,a,,,5.8,0,2.5,2.5,37
Dominik Szoboszlai,a,100.0,100.0,6.1,7,6.5,6.5,37
Konstantinos Tsimikas,a,100.0,100.0,4.6,1,1.5,1.5,37
Virgil van Dijk,a,,,6.7,0,3.2,3.2,37
Gabriel Fernando de Jesus,i,0.0,0.0,6.5,0,0.0,0.0,35
Gabriel dos Santos Magalhães,i,0.0,0.0,6.2,0,0.0,0.0,35
