player_name,status,chance_of_playing_next_round,chance_of_playing_this_round,now_cost,event_points,ep_next,ep_this,gw
Jhon Durán,a,,,6.0,6,5.0,5.0,4
Joe Gauci,a,,,4.0,0,0.0,0.0,4
Kortney Hause,a,,,4.0,0,0.0,0.0,4
Boubacar Kamara,d,50.0,50.0,5.0,0,0.0,0.0,4
Kaine Kesler-Hayden,u,0.0,0.0,4.0,0,0.0,0.0,4
Ezri Konsa Ngoyo,a,,,4.5,1,1.5,1.5,4
Ian Maatsen,a,,,4.9,1,1.0,1.0,4
Filip Marschall,u,0.0,0.0,4.0,0,0.0,0.0,4
Emiliano Martínez Romero,a,,,5.0,0,1.5,1.5,4
John McGinn,a,,,5.4,2,2.0,2.0,4
Tyrone Mings,d,50.0,50.0,4.4,0,0.0,0.0,4
Kosta Nedeljković,a,,,4.0,0,0.8,0.8,4
Robin Olsen,a,100.0,100.0,4.5,0,0.0,0.0,4
Pau Torres,a,,,4.5,1,1.5,1.5,4
Jacob Ramsey,a,,,5.5,2,2.2,2.2,4
Morgan Rogers,a,,,5.1,2,2.0,2.0,4
Viljami Sinisalo,u,0.0,0.0,4.0,0,0.0,0.0,4
Lino da Cruz Sousa,u,0.0,0.0,4.0,0,0.0,0.0,4
Youri Tielemans,a,,,5.5,2,3.0,3.0,4
Ollie Watkins,a,100.0,100.0,8.9,13,5.5,5.5,4
Amadou Onana,a,,,5.1,1,5.2,5.2,4
Jaden Philogene,a,100.0,75.0,5.3,1,0.2,0.2,4
Lamare Bogarde,a,,,4.0,1,0.5,0.5,4
Oliwier Zych,a,,,4.0,0,0.0,0.0,4
Kadan Young,a,,,4.5,0,1.1,1.1,4
Max Aarons,a,,,4.4,0,-0.5,0.0,4
Tyler Adams,i,0.0,0.0,5.0,0,0.0,0.0,4
Jaidon Anthony,u,0.0,0.0,4.5,0,0.0,0.0,4
David Brooks,a,100.0,100.0,4.9,0,-0.5,0.0,4
Ryan Christie,a,,,4.9,2,1.3,1.8,4
Lewis Cook,a,,,5.0,1,2.3,2.8,4
Enes Ünal,a,100.0,75.0,5.4,1,-0.3,0.2,4
Romain Faivre,u,0.0,0.0,5.0,0,0.0,0.0,4
Hamed Traorè,u,0.0,0.0,4.5,0,0.0,0.0,4
James Hill,a,,,4.0,0,-0.5,0.0,4
Daniel Jebbison,u,0.0,0.0,4.5,0,0.0,0.0,4
Milos Kerkez,a,,,4.5,2,1.0,1.5,4
Justin Kluivert,a,,,5.4,2,2.0,2.5,4
Chris Mepham,u,0.0,0.0,4.4,0,0.0,0.0,4
Dango Ouattara,i,0.0,0.0,5.0,0,0.0,0.0,4
Alex Paulsen,u,0.0,0.0,4.0,0,0.0,0.0,4
Philip Billing,a,100.0,100.0,4.8,1,0.0,0.5,4
Alex Scott,a,,,4.9,1,0.7,1.2,4
Antoine Semenyo,a,,,5.6,1,4.5,5.0,4
Marcos Senesi,a,,,4.9,1,0.3,0.8,4
Luis Sinisterra,a,,,5.0,1,3.3,3.8,4
Adam Smith,a,,,4.5,5,1.7,2.2,4
Marcus Tavernier,a,,,5.5,3,3.5,4.0,4
Mark Travers,a,,,4.4,2,0.0,0.5,4
Illia Zabarnyi,a,,,4.5,2,1.3,1.8,4
Kepa Arrizabalaga,a,100.0,0.0,4.5,0,0.3,0.0,4
Dean Huijsen,a,,,4.5,0,0.3,0.8,4
Julián Araujo Zúñiga,a,,,4.5,1,0.7,1.2,4
Will Dennis,a,,,4.0,0,-0.5,0.0,4
Francisco Evanilson de Lima Barbosa,a,,,5.9,0,0.8,1.3,4
Kristoffer Ajer,a,100.0,100.0,4.5,1,1.2,0.2,4
Ethan Brierley,a,100.0,100.0,4.5,0,0.0,-1.0,4
Nathan Collins,a,,,4.5,0,3.0,2.0,4
Mikkel Damsgaard,a,,,5.0,2,1.8,0.8,4
Josh Dasilva,i,0.0,0.0,4.9,0,0.0,0.0,4
Mark Flekken,a,,,4.5,2,3.0,2.0,4
Rico Henry,i,0.0,0.0,4.4,0,0.0,0.0,4
Aaron Hickey,i,0.0,0.0,4.4,0,0.0,0.0,4
Vitaly Janelt,a,,,4.9,2,2.2,1.2,4
Mathias Jensen,i,0.0,0.0,5.5,0,0.0,0.0,4
Kim Ji-soo,a,,,4.0,0,0.0,-1.0,4
Yunus Emre Konak,a,,,4.5,0,0.0,-1.0,4
Keane Lewis-Potter,a,,,5.0,2,1.5,0.5,4
Bryan Mbeumo,a,,,7.1,2,6.5,5.5,4
Ben Mee,a,,,4.4,0,0.2,-0.8,4
Christian Nørgaard,a,,,5.0,2,1.8,0.8,4
Frank Onyeka,u,0.0,0.0,4.9,0,0.0,0.0,4
Myles Peart-Harris,u,0.0,0.0,4.5,0,0.0,0.0,4
Ethan Pinnock,a,,,4.5,1,0.8,-0.2,4
Mads Roerslev Rasmussen,a,,,4.5,1,1.2,0.2,4
Kevin Schade,a,,,5.4,1,2.5,1.5,4
Igor Thiago Nascimento Rodrigues,i,0.0,0.0,5.9,0,0.0,0.0,4
Ivan Toney,u,0.0,0.0,7.3,0,0.0,0.0,4
Hákon Valdimarsson,a,,,4.0,0,0.0,-1.0,4
Ben Chilwell,a,,,4.9,0,0.0,0.0,4
Yoane Wissa,d,75.0,,6.1,7,5.2,6.0,4
Yehor Yarmoliuk,a,,,4.5,1,0.2,-0.8,4
Mathias Jorgensen,u,0.0,0.0,4.5,0,0.0,0.0,4
Fábio Freitas Gouveia Carvalho,a,,,4.9,1,1.0,0.0,4
Sepp van den Berg,a,,,4.0,1,0.5,-0.5,4
Ryan Trevitt,a,,,4.5,0,0.0,-1.0,4
Gustavo Nunes Fernandes Gomes,i,0.0,0.0,5.0,0,0.0,0.0,4
Jayden Meghoma,a,,,4.0,0,1.0,0.0,4
Simon Adingra,a,,,5.5,1,3.0,3.5,4
Benicio Baker-Boaitey,u,0.0,0.0,4.5,0,0.0,0.0,4
Carlos Baleba,a,,,5.0,3,1.5,2.0,4
Valentín Barco,u,0.0,0.0,4.0,0,0.0,0.0,4
Amario Cozier-Duberry,u,0.0,0.0,4.5,0,0.0,0.0,4
Mahmoud Dahoud,u,0.0,0.0,4.9,0,0.0,0.0,4
Lewis Dunk,a,,,4.6,6,4.0,4.5,4
Julio Enciso,a,100.0,100.0,5.4,1,0.8,1.3,4
Pervis Estupiñán,a,100.0,100.0,5.0,0,0.2,0.7,4
Evan Ferguson,a,100.0,100.0,5.5,1,0.2,0.7,4
Billy Gilmour,u,0.0,0.0,5.0,0,0.0,0.0,4
Pascal Groß,u,0.0,0.0,6.5,0,0.0,0.0,4
Jack Hinshelwood,a,,,5.0,2,2.2,2.7,4
Ibrahim Osman,u,0.0,0.0,5.0,0,0.0,0.0,4
Igor Julio dos Santos de Paulo,a,,,4.4,0,0.0,0.5,4
João Pedro Junqueira de Jesus,d,75.0,,5.7,0,3.4,5.0,4
Kacper Kozłowski,u,0.0,0.0,4.5,0,0.0,0.0,4
Tariq Lamptey,a,100.0,100.0,4.5,0,0.0,0.5,4
Solly March,i,0.0,0.0,6.5,0,0.0,0.0,4
Adrian Mazilu,u,0.0,0.0,4.5,0,0.0,0.0,4
James Milner,i,0.0,0.0,5.0,0,0.0,0.0,4
Yankuba Minteh,a,100.0,100.0,5.5,2,3.0,3.5,4
Mitoma Kaoru,a,,,6.7,3,4.8,5.3,4
Jakub Moder,a,,,4.5,0,0.0,0.5,4
Mark O’Mahony,u,0.0,0.0,4.5,0,0.0,0.0,4
Odeluga Offiah,u,0.0,0.0,4.0,0,0.0,0.0,4
Cameron Peupion,a,,,4.5,0,0.0,0.5,4
Jeremy Sarmiento Morante,u,0.0,0.0,4.9,0,0.0,0.0,4
Jason Steele,a,,,4.5,0,2.2,2.7,4
Deniz Undav,u,0.0,0.0,5.5,0,0.0,0.0,4
Jan Paul van Hecke,a,,,4.5,6,3.8,4.3,4
Joël Veltman,a,100.0,100.0,4.5,7,4.8,5.3,4
Bart Verbruggen,a,100.0,100.0,4.5,5,2.2,2.7,4
Adam Webster,a,,,4.4,0,0.2,0.7,4
Danny Welbeck,a,,,5.7,2,6.2,6.7,4
Mats Wieffer,d,75.0,75.0,5.0,0,1.1,1.5,4
Brajan Gruda,d,50.0,50.0,5.4,0,0.0,0.2,4
Yasin Ayari,a,,,5.0,3,1.8,2.3,4
Andrew Moran,u,0.0,0.0,5.0,0,0.0,0.0,4
Carl Rushworth,u,0.0,0.0,4.0,0,0.0,0.0,4
Georginio Rutter,a,,,5.5,3,1.7,2.2,4
Ferdi Kadioglu,a,100.0,100.0,4.5,1,0.5,1.0,4
Matt O'Riley,i,0.0,0.0,5.5,0,0.0,0.0,4
Andrey Nascimento dos Santos,u,0.0,0.0,4.5,0,0.0,0.0,4
Ângelo Gabriel Borges Damaceno,u,0.0,0.0,4.5,0,0.0,0.0,4
Benoît Badiashile,a,,,4.4,0,0.0,0.0,4
Lucas Bergström,a,,,4.0,0,0.0,0.0,4
Marcus Bettinelli,a,,,4.0,0,0.0,0.0,4
Moisés Caicedo Corozo,a,,,4.9,3,2.0,2.0,4
Cesare Casadei,a,,,4.5,0,0.0,0.0,4
Carney Chukwuemeka,a,,,4.9,0,0.0,0.0,4
Levi Colwill,a,,,4.5,5,2.2,2.2,4
Marc Cucurella Saseta,a,,,5.0,5,2.2,2.2,4
David Datro Fofana,u,0.0,0.0,5.4,0,0.0,0.0,4
Deivid Washington de Souza Eugênio,a,,,5.0,0,0.0,0.0,4
Kiernan Dewsbury-Hall,a,,,5.8,0,0.5,0.5,4
Axel Disasi,a,,,4.4,6,1.5,1.5,4
Enzo Fernández,a,,,5.0,0,1.5,1.5,4
Conor Gallagher,u,0.0,0.0,5.9,0,0.0,0.0,4
Alfie Gilchrist,u,0.0,0.0,4.0,0,0.0,0.0,4
Malo Gusto,i,0.0,0.0,5.0,0,0.0,0.0,4
Reece James,i,0.0,0.0,5.0,0,0.0,0.0,4
Omari Kellyman,d,25.0,25.0,4.5,0,0.0,0.0,4
Roméo Lavia,i,0.0,0.0,4.5,0,0.0,0.0,4
Romelu Lukaku Bolingoli,u,0.0,0.0,6.3,0,0.0,0.0,4
Malang Sarr,u,0.0,0.0,4.5,0,0.0,0.0,4
Noni Madueke,a,,,6.6,3,6.2,6.2,4
Marc Guiu Paz,a,,,5.0,0,0.2,0.2,4
Mykhailo Mudryk,a,,,6.4,0,0.5,0.5,4
Nicolas Jackson,a,,,7.6,1,4.8,4.8,4
Christopher Nkunku,a,,,6.2,7,2.5,2.5,4
Cole Palmer,a,100.0,100.0,10.6,3,7.0,7.0,4
Đorđe Petrović,u,0.0,0.0,4.4,0,0.0,0.0,4
Renato Palma Veiga,a,,,4.5,2,1.0,1.0,4
Robert Sánchez,a,,,4.5,15,5.0,5.0,4
Tosin Adarabioyo,a,,,4.4,1,0.2,0.2,4
Wesley Fofana,a,,,4.5,7,2.5,2.5,4
Jadon Sancho,a,,,6.3,3,1.0,1.0,4
Pedro Lomba Neto,a,,,6.4,1,1.5,1.5,4
Caleb Wiley,u,0.0,0.0,4.0,0,0.0,0.0,4
Filip Jørgensen,a,,,4.4,0,0.0,0.0,4
João Félix Sequeira,a,,,6.5,0,2.3,2.3,4
Eddie Nketiah,a,,,5.9,2,0.5,1.0,4
Trevoh Chalobah,i,0.0,0.0,4.4,0,0.0,0.0,4
Naouirou Ahamada,u,0.0,0.0,4.5,0,0.0,0.0,4
Cheick Doucouré,d,75.0,,4.9,1,1.1,2.0,4
Chris Richards,a,,,4.5,0,0.8,1.3,4
Chadi Riad Dnanou,i,0.0,0.0,4.4,0,0.0,0.0,4
Nathaniel Clyne,a,,,4.4,1,0.8,1.3,4
Malcolm Ebiowei,u,0.0,0.0,4.5,0,0.0,0.0,4
Eberechi Eze,a,,,6.9,2,4.0,4.5,4
Marc Guéhi,a,,,4.5,1,1.0,1.5,4
Dean Henderson,a,,,4.5,1,2.0,2.5,4
Rob Holding,a,,,4.4,0,0.0,0.5,4
Will Hughes,a,100.0,100.0,4.9,1,0.8,1.3,4
Daichi Kamada,a,,,5.3,1,1.2,1.7,4
Jefferson Lerma Solís,a,100.0,100.0,4.9,0,0.8,1.3,4
Jean-Philippe Mateta,a,,,7.4,13,4.5,5.0,4
Matheus França de Oliveira,i,0.0,0.0,4.4,0,0.0,0.0,4
Remi Matthews,a,,,4.0,0,0.0,0.5,4
Tyrick Mitchell,a,,,4.9,4,2.0,2.5,4
Daniel Muñoz,a,,,5.0,1,1.8,2.3,4
David Ozoh,u,0.0,0.0,4.5,0,0.0,0.0,4
Jesurun Rak-Sakyi,u,0.0,0.0,4.5,0,0.0,0.0,4
Jeffrey Schlupp,a,,,4.9,1,0.8,1.3,4
Joel Ward,a,,,4.4,0,0.0,0.5,4
Adam Wharton,a,100.0,100.0,4.9,2,2.0,2.5,4
Matt Turner,a,,,4.0,0,0.0,0.5,4
Ismaïla Sarr,a,,,5.9,4,1.8,2.3,4
Franco Umeh-Chibueze,a,,,4.5,0,0.0,0.5,4
Justin Devenny,a,,,4.5,0,0.0,0.5,4
Asher Agbinone,a,,,4.5,0,0.0,0.5,4
Kaden Rodney,a,,,4.5,0,0.0,0.5,4
Maxence Lacroix,a,,,4.5,1,2.0,2.5,4
Armando Broja,i,0.0,0.0,5.5,0,0.0,0.0,4
Abdoulaye Doucouré,a,,,5.3,0,1.5,1.0,4
Norberto Bercique Gomes Betuncal,a,,,5.0,1,1.5,1.0,4
Jarrad Branthwaite,i,0.0,0.0,4.9,0,0.0,0.0,4
Dominic Calvert-Lewin,a,,,5.9,6,6.0,5.5,4
Séamus Coleman,d,50.0,50.0,4.4,0,0.3,0.1,4
Idrissa Gueye,a,,,4.9,2,2.5,2.0,4
James Garner,a,100.0,100.0,5.0,2,1.0,0.5,4
Jack Harrison,a,,,5.4,2,2.3,1.8,4
Mason Holgate,u,0.0,0.0,4.0,0,0.0,0.0,4
Tim Iroegbunam,a,,,4.5,1,2.0,1.5,4
João Neves Virgínia,a,,,4.0,0,0.5,0.0,4
Michael Keane,a,,,4.0,1,2.5,2.0,4
Neal Maupay,u,0.0,0.0,4.9,0,0.0,0.0,4
Dwight McNeil,a,,,5.4,12,6.0,5.5,4
Vitalii Mykolenko,a,,,4.4,1,1.3,0.8,4
Iliman Ndiaye,a,,,5.4,1,1.7,1.2,4
Nathan Patterson,i,0.0,0.0,4.4,0,0.0,0.0,4
Jordan Pickford,a,,,4.9,2,2.0,1.5,4
James Tarkowski,a,100.0,100.0,4.9,1,1.0,0.5,4
Youssef Ramalho Chermiti,i,0.0,0.0,5.0,0,0.0,0.0,4
Ashley Young,a,100.0,100.0,4.5,0,0.0,-0.5,4
Jesper Lindstrøm,a,,,5.3,1,1.0,0.5,4
Jake O'Brien,a,,,4.8,0,0.5,0.0,4
Harrison Armstrong,a,,,4.5,0,0.7,0.2,4
Jenson Metcalfe,u,0.0,0.0,4.5,0,0.0,0.0,4
Asmir Begovic,a,,,4.0,0,0.5,0.0,4
Roman Dixon,a,,,4.0,0,0.5,0.0,4
Orel Mangala,a,,,5.0,1,2.1,1.6,4
Reiss Nelson,a,,,5.0,0,-0.3,0.2,4
Emile Smith Rowe,a,,,5.7,7,5.8,6.3,4
Nathan Broadhead,d,50.0,50.0,4.9,0,0.0,-0.2,4
Joachim Andersen,a,,,4.4,2,0.0,0.5,4
Adama Traoré,a,,,5.0,2,4.8,5.3,4
Andreas Hoelgebaum Pereira,a,,,5.4,3,1.8,2.3,4
Calvin Bassey,a,,,4.5,2,1.5,2.0,4
Steven Benda,a,,,4.0,0,-0.5,0.0,4
Tom Cairney,a,,,4.9,1,0.2,0.7,4
Timothy Castagne,a,,,4.3,0,-0.5,0.0,4
Issa Diop,a,,,4.5,0,0.8,1.3,4
Luke Harris,u,0.0,0.0,4.5,0,0.0,0.0,4
Alex Iwobi,a,,,5.5,3,3.8,4.3,4
Bernd Leno,a,,,5.0,2,2.2,2.7,4
Saša Lukić,a,,,5.0,2,1.2,1.7,4
Kevin Mbabu,u,0.0,0.0,4.0,0,0.0,0.0,4
Rodrigo Muniz Carvalho,a,,,6.1,1,1.2,1.7,4
Raúl Jiménez,a,,,5.4,9,3.2,3.7,4
Tim Ream,u,0.0,0.0,4.5,0,0.0,0.0,4
Harrison Reed,a,,,4.9,1,0.5,1.0,4
Antonee Robinson,a,,,4.7,2,3.8,4.3,4
Jay Stansfield,u,0.0,0.0,5.0,0,0.0,0.0,4
Kenny Tete,a,,,4.5,2,1.5,2.0,4
Carlos Vinícius Alves Morais,i,0.0,0.0,5.0,0,0.0,0.0,4
Harry Wilson,a,,,5.4,0,-0.2,0.3,4
Ryan Sessegnon,a,,,4.4,0,-0.5,0.0,4
Jorge Cuenca Barreno,a,,,4.4,0,-0.5,0.0,4
Josh King,a,,,4.5,0,-0.5,0.0,4
Martial Godo,a,,,4.5,0,-0.5,0.0,4
Sander Berge,a,,,5.0,1,0.2,0.7,4
Ali Al-Hamadi,a,,,5.0,0,0.2,-0.3,4
Elkan Baggott,u,0.0,0.0,4.0,0,0.0,0.0,4
Cameron Burgess,a,,,4.0,0,0.0,-0.5,4
Wes Burns,a,100.0,100.0,4.9,1,0.2,-0.3,4
Conor Chaplin,a,,,5.3,1,1.2,0.7,4
Harry Clarke,d,25.0,25.0,4.0,0,0.0,-0.1,4
Leif Davis,a,,,4.5,6,3.5,3.0,4
Liam Delap,a,,,5.5,1,3.0,2.5,4
George Edmundson,u,0.0,0.0,4.0,0,0.0,0.0,4
Jacob Greaves,a,,,4.0,6,2.2,1.7,4
Marcus Myers-Harness,u,0.0,0.0,4.9,0,0.0,0.0,4
George Hirst,a,100.0,100.0,5.4,1,0.2,-0.3,4
Cameron Humphreys,u,0.0,0.0,4.5,0,0.0,0.0,4
Omari Giraud-Hutchinson,a,100.0,100.0,5.4,2,1.8,1.3,4
Ben Johnson,a,,,4.0,0,0.8,0.3,4
Freddie Ladapo,u,0.0,0.0,4.5,0,0.0,0.0,4
Massimo Luongo,a,,,4.5,1,1.2,0.7,4
Paul Onuachu,a,,,5.0,0,0.0,-0.5,4
Sam Morsy,a,,,4.9,2,1.5,1.0,4
Corrie Ndaba,u,0.0,0.0,4.0,0,0.0,0.0,4
Cieran Slicker,a,,,4.0,0,0.0,-0.5,4
Jack Taylor,a,,,4.9,0,0.5,0.0,4
Axel Tuanzebe,a,,,4.0,6,2.2,1.7,4
Christian Walton,a,,,4.5,0,0.5,0.0,4
Luke Woolfenden,a,,,4.0,0,0.5,0.0,4
Kalvin Phillips,a,100.0,100.0,5.0,2,1.0,0.5,4
Arijanet Muric,a,100.0,100.0,4.4,11,3.5,3.0,4
Conor Townsend,a,,,4.0,0,0.0,-0.5,4
Sam Szmodics,a,,,6.0,1,2.5,2.0,4
Jens Cajuste,a,,,4.5,0,0.3,-0.2,4
Dara O'Shea,a,,,4.0,7,3.5,3.0,4
Jack Clarke,a,,,5.5,1,1.0,0.5,4
Chiedozie Ogbene,a,,,5.0,1,1.5,1.0,4
Facundo Buonanotte,a,,,5.0,0,2.7,2.7,4
Jordan Ayew,a,,,5.4,1,0.5,0.5,4
Odsonne Edouard,a,100.0,0.0,5.4,0,0.3,0.0,4
Boubakary Soumaré,a,,,4.5,0,-0.3,-0.3,4
Tom Cannon,u,0.0,0.0,4.5,0,0.0,0.0,4
Hamza Choudhury,a,,,4.5,1,-0.3,-0.3,4
Conor Coady,a,100.0,100.0,4.0,0,-0.5,-0.5,4
Patson Daka,i,0.0,0.0,4.9,0,0.0,0.0,4
Bobby De Cordova-Reid,a,,,5.4,0,0.7,0.7,4
Wout Faes,a,,,4.1,1,2.0,2.0,4
Michael Golding,a,,,4.5,0,-0.5,-0.5,4
Mads Hermansen,a,,,4.5,1,1.5,1.5,4
Daniel Iversen,a,,,4.0,0,-0.5,-0.5,4
James Justin,a,,,4.5,1,0.7,0.7,4
Victor Kristiansen,a,,,4.5,1,0.5,0.5,4
Wanya Marçal-Madivádua,u,0.0,0.0,4.5,0,0.0,0.0,4
Stephy Mavididi,a,,,5.3,7,2.0,2.0,4
Kasey McAteer,a,,,4.9,0,0.3,0.3,4
Wilfred Ndidi,a,,,5.0,8,3.7,3.7,4
Caleb Okoli,a,,,4.0,1,-0.3,-0.3,4
Ricardo Barbosa Pereira,a,,,4.4,0,-0.5,-0.5,4
Harry Souttar,u,0.0,0.0,4.0,0,0.0,0.0,4
Jakub Stolarczyk,i,0.0,0.0,4.0,0,0.0,0.0,4
Luke Thomas,a,,,4.0,0,-0.5,-0.5,4
Jamie Vardy,a,100.0,100.0,5.6,8,4.3,4.3,4
Jannik Vestergaard,a,,,4.0,0,0.0,0.0,4
Danny Ward,a,,,4.0,0,-0.5,-0.5,4
Harry Winks,a,,,4.5,2,1.3,1.3,4
Oliver Skipp,a,,,4.9,2,0.5,0.5,4
Abdul Fatawu,a,,,5.5,1,2.7,2.7,4
Will Alves,a,,,4.5,0,-0.5,-0.5,4
Ben Nelson,u,0.0,0.0,4.0,0,0.0,0.0,4
Bilal El Khannouss,a,,,5.0,0,0.0,0.0,4
Alisson Ramses Becker,a,,,5.5,2,6.3,6.3,4
Trent Alexander-Arnold,a,,,7.0,1,5.7,5.7,4
Stefan Bajčetić Maquieira,u,0.0,0.0,4.5,0,0.0,0.0,4
Conor Bradley,a,,,4.9,1,1.5,1.5,4
Bobby Clark,u,0.0,0.0,4.5,0,0.0,0.0,4
Darwin Núñez Ribeiro,a,,,7.2,1,1.3,1.3,4
Diogo Teixeira da Silva,a,,,7.6,1,5.0,5.0,4
Ben Doak,u,0.0,0.0,4.5,0,0.0,0.0,4
Harvey Elliott,i,0.0,0.0,5.2,0,0.0,0.0,4
Endo Wataru,a,,,4.9,0,0.7,0.7,4
Cody Gakpo,a,,,7.2,1,1.3,1.3,4
Joe Gomez,a,,,4.9,0,0.5,0.5,4
Ryan Gravenberch,a,,,5.0,1,2.7,2.7,4
Curtis Jones,a,100.0,100.0,5.3,1,0.7,0.7,4
Caoimhin Kelleher,a,,,4.4,0,0.5,0.5,4
Ibrahima Konaté,a,,,5.1,2,4.5,4.5,4
Luis Díaz,a,,,7.7,3,9.3,9.3,4
Mohamed Salah,a,,,12.7,2,11.3,11.3,4
Alexis Mac Allister,a,,,6.4,1,3.0,3.0,4
James McConnell,a,100.0,100.0,4.5,0,0.5,0.5,4
Tyler Morton,a,100.0,100.0,4.5,0,0.5,0.5,4
Nathaniel Phillips,u,0.0,0.0,4.0,0,0.0,0.0,4
Jarell Quansah,a,100.0,100.0,4.2,0,0.7,0.7,4
Rhys Williams,u,0.0,0.0,4.0,0,0.0,0.0,4
Andrew Robertson,a,,,6.0,1,5.3,5.3,4
Dominik Szoboszlai,a,,,6.5,1,4.5,4.5,4
Konstantinos Tsimikas,a,,,4.8,1,1.3,1.3,4
Virgil van Dijk,a,,,6.0,2,5.5,5.5,4
Federico Chiesa,a,,,7.0,0,0.5,0.5,4
Manuel Akanji,a,,,5.5,2,2.8,3.8,4
Nathan Aké,i,0.0,0.0,5.4,0,0.0,0.0,4
Bernardo Veiga de Carvalho e Silva,a,,,6.6,1,4.0,5.0,4
Oscar Bobb,i,0.0,0.0,4.8,0,0.0,0.0,4
Scott Carson,a,,,4.0,0,0.0,1.0,4
Kevin De Bruyne,a,,,9.6,2,4.5,5.5,4
Jérémy Doku,a,,,6.5,0,1.8,2.8,4
Ederson Santana de Moraes,a,,,5.5,7,4.8,5.8,4
Phil Foden,a,100.0,100.0,9.3,0,0.2,1.2,4
Jack Grealish,a,100.0,100.0,6.4,2,1.0,2.0,4
Joško Gvardiol,a,,,6.0,1,3.0,4.0,4
Erling Haaland,a,100.0,75.0,15.2,13,13.5,10.9,4
Julián Álvarez,u,0.0,0.0,7.0,0,0.0,0.0,4
João Cavaco Cancelo,u,0.0,0.0,5.3,0,0.0,0.0,4
Mateo Kovačić,a,100.0,100.0,5.5,0,3.5,4.5,4
Rico Lewis,a,,,4.7,1,3.8,4.8,4
Matheus Luiz Nunes,a,,,4.9,1,1.5,2.5,4
James McAtee,a,,,4.8,0,0.2,1.2,4
Stefan Ortega Moreno,a,,,5.4,0,0.0,1.0,4
Rodrigo 'Rodri' Hernandez,a,100.0,100.0,6.4,1,0.2,1.2,4
Rúben Gato Alves Dias,a,,,5.5,1,2.0,3.0,4
John Stones,a,,,5.4,1,0.5,1.5,4
Kyle Walker,a,,,5.3,2,0.8,1.8,4
Sávio 'Savinho' Moreira de Oliveira,a,100.0,75.0,6.5,1,2.8,2.8,4
Nico O'Reilly,a,,,5.0,0,0.0,1.0,4
Ilkay Gündogan,a,,,6.5,2,1.3,2.3,4
Issa Kaboré,u,0.0,0.0,4.5,0,0.0,0.0,4
Amad Diallo,a,,,5.0,6,4.3,4.8,4
Antony Matheus dos Santos,a,,,5.8,0,0.3,0.8,4
Bruno Borges Fernandes,a,,,8.4,5,3.0,3.5,4
Altay Bayindir,a,,,4.4,0,0.0,0.5,4
Carlos Henrique Casimiro,a,,,4.9,1,1.3,1.8,4
Diogo Dalot Teixeira,a,,,5.0,11,4.3,4.8,4
Christian Eriksen,a,,,5.4,2,1.0,1.5,4
Jonny Evans,a,,,4.4,1,0.3,0.8,4
Alejandro Garnacho,a,,,6.4,6,3.0,3.5,4
Hannibal Mejbri,u,0.0,0.0,4.5,0,0.0,0.0,4
Tom Heaton,a,,,4.0,0,0.0,0.5,4
Rasmus Højlund,i,0.0,0.0,6.9,0,0.0,0.0,4
Victor Lindelöf,i,0.0,0.0,4.4,0,0.0,0.0,4
Harry Maguire,a,100.0,100.0,5.0,0,1.0,1.5,4
Kobbie Mainoo,a,,,5.4,2,1.3,1.8,4
Tyrell Malacia,i,0.0,0.0,4.4,0,0.0,0.0,4
Lisandro Martínez,d,75.0,,4.5,6,1.7,2.8,4
Scott McTominay,u,0.0,0.0,4.9,0,0.0,0.0,4
Mason Mount,i,0.0,0.0,6.4,0,0.0,0.0,4
André Onana,a,,,5.0,13,5.0,5.5,4
Facundo Pellistri Rebollo,u,0.0,0.0,5.0,0,0.0,0.0,4
Marcus Rashford,a,,,6.9,8,4.0,4.5,4
Luke Shaw,i,0.0,0.0,4.9,0,0.0,0.0,4
Joshua Zirkzee,a,,,7.0,2,1.3,1.8,4
Leny Yoro,i,0.0,0.0,4.4,0,0.0,0.0,4
Matthijs de Ligt,a,,,5.0,15,5.3,5.8,4
Noussair Mazraoui,d,75.0,,4.5,6,2.8,4.2,4
Toby Collyer,a,,,4.5,0,0.3,0.8,4
Ethan Wheatley,a,,,4.5,0,0.0,0.5,4
Manuel Ugarte,a,,,5.0,1,1.6,2.1,4
Alex Murphy,a,,,4.0,0,0.5,0.5,4
Miguel Almirón Rejala,a,,,5.8,0,1.0,1.0,4
Harvey Barnes,a,,,6.4,8,6.3,6.3,4
Sven Botman,i,0.0,0.0,4.5,0,0.0,0.0,4
Bruno Guimarães Rodriguez Moura,a,,,6.4,7,3.7,3.7,4
Dan Burn,a,,,4.5,1,2.3,2.3,4
Martin Dúbravka,a,100.0,100.0,4.3,0,0.5,0.5,4
Anthony Gordon,a,,,7.4,2,4.7,4.7,4
Lewis Hall,a,,,4.4,2,2.7,2.7,4
Isaac Hayden,a,,,4.5,0,0.5,0.5,4
Alexander Isak,d,75.0,,8.4,1,3.5,4.7,4
Jacob Murphy,a,,,5.3,1,2.3,2.3,4
Joelinton Cássio Apolinário de Lira,a,,,6.0,0,3.7,3.7,4
Lloyd Kelly,a,,,4.5,1,2.5,2.5,4
Emil Krafth,a,100.0,75.0,4.5,0,3.0,2.2,4
Garang Kuol,a,,,4.5,0,0.5,0.5,4
Jamaal Lascelles,i,0.0,0.0,4.5,0,0.0,0.0,4
Jamal Lewis,u,0.0,0.0,4.0,0,0.0,0.0,4
Tino Livramento,a,,,4.5,2,3.5,3.5,4
